date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-07-29,AI,11,16128,13550,0.07,0.13,84.02,21.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-30,AI,0,16128,13550,0,0.1,84.02,15.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-31,AI,6,16128,13556,0.04,0.1,84.05,15.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-01,AI,0,16128,13556,0,0.15,84.05,23.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-02,AI,0,16128,13556,0,0.15,84.05,23.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-03,AI,0,16128,13556,0,0.15,84.05,23.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-04,AI,149,16128,13705,0.92,0.14,84.98,22.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-05,AI,11,16128,13716,0.07,0.14,85.04,22.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-06,AI,0,16128,13716,0,0.14,85.04,22.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-07,AI,0,16128,13716,0,0.16,85.04,26.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-08,AI,0,16128,13716,0,0.07,85.04,11.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-09,AI,0,16128,13716,0,0.16,85.04,26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-10,AI,25,16128,13741,0.16,0.16,85.2,26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-11,AI,44,16128,13785,0.27,0.16,85.47,26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-12,AI,113,16128,13898,0.7,0.16,86.17,26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-13,AI,0,16128,13898,0,0.16,86.17,26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-14,AI,0,16128,13898,0,0.21,86.17,33.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-15,AI,0,16128,13898,0,0.22,86.17,35.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-16,AI,0,16128,13898,0,0.16,86.17,26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-17,AI,78,16128,13976,0.48,0.16,86.66,26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-18,AI,60,16128,14036,0.37,0.16,87.03,26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-19,AI,44,16128,14080,0.27,0.16,87.3,26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-20,AI,0,16128,14080,0,0.16,87.3,26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-21,AI,0,16128,14080,0,0.17,87.3,27.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-22,AI,0,16128,14080,0,0.24,87.3,39.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-23,AI,0,16128,14080,0,0.29,87.3,46.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-24,AI,88,16128,14168,0.55,0.29,87.85,46.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-25,AI,142,16128,14310,0.88,0.29,88.73,46.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-26,AI,96,16128,14406,0.6,0.29,89.32,46.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-27,AI,0,16128,14406,0,0.29,89.32,46.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-28,AI,0,16128,14406,0,0.29,89.32,46.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-29,AI,0,16128,14406,0,0.25,89.32,40.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-30,AI,0,16128,14406,0,0.28,89.32,45.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-31,AI,88,16128,14494,0.55,0.28,89.87,45.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-01,AI,100,16128,14594,0.62,0.28,90.49,45.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-02,AI,132,16128,14726,0.82,0.28,91.31,45.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-03,AI,0,16128,14726,0,0.28,91.31,45.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-04,AI,0,16128,14726,0,0.29,91.31,47.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-05,AI,0,16128,14726,0,0.3,91.31,48.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-06,AI,0,16128,14726,0,0.28,91.31,45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-07,AI,99,16128,14825,0.61,0.28,91.92,45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-08,AI,110,16128,14935,0.68,0.28,92.6,45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-09,AI,106,16128,15041,0.66,0.28,93.26,45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-10,AI,0,16128,15041,0,0.28,93.26,45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-11,AI,0,16128,15041,0,0.33,93.26,53,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-12,AI,0,16128,15041,0,0.4,93.26,63.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-13,AI,0,16128,15041,0,0.42,93.26,67.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-14,AI,155,16128,15196,0.96,0.44,94.22,70.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-15,AI,186,16128,15382,1.15,0.46,95.37,74.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-16,AI,132,16128,15514,0.82,0.46,96.19,74.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-17,AI,21,16128,15535,0.13,0.46,96.32,74.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-18,AI,26,16128,15561,0.16,0.41,96.48,65.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-19,AI,0,16128,15561,0,0.27,96.48,43.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-20,AI,0,16128,15561,0,0.28,96.48,44.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-21,AI,95,16128,15656,0.59,0.29,97.07,46.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-22,AI,33,16128,15689,0.2,0.28,97.28,45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-23,AI,138,16128,15827,0.86,0.28,98.13,45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-24,AI,32,16128,15859,0.2,0.28,98.33,45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-25,AI,17,16128,15876,0.11,0.3,98.44,47.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-26,AI,0,16128,15876,0,0.36,98.44,58.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-27,AI,0,16128,15876,0,0.32,98.44,52.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-28,AI,113,16128,15989,0.7,0.3,99.14,47.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-29,AI,110,16128,16099,0.68,0.3,99.82,48.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-09-30,AI,93,16128,16192,0.58,0.3,100.4,48.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-10-01,AI,0,16128,16192,0,0.3,100.4,48.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-10-02,AI,21,16128,16213,0.13,0.27,100.53,43.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-10-03,AI,0,16128,16213,0,0.25,100.53,40.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-10-04,AI,0,16128,16213,0,0.25,100.53,41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-10-05,AI,78,16128,16291,0.48,0.25,101.01,41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-10-06,AI,90,16128,16381,0.56,0.27,101.57,44,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-10-07,AI,98,16128,16479,0.61,0.27,102.18,44,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-10-08,AI,0,16128,16479,0,NA,102.18,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-10-09,AI,42,16128,16521,0.26,NA,102.44,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-10-10,AI,0,16128,16521,0,NA,102.44,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-22,AR,0,55445,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-23,AR,0,55445,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-24,AR,0,55445,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-25,AR,0,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-26,AR,0,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-27,AR,0,55445,0,0,0,0,0.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-28,AR,0,55445,0,0,0,0,0.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-29,AR,0,55445,0,0,0,0,0.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-30,AR,2,55445,2,0,0,0,0.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-31,AR,0,55445,2,0,0,0,0.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-01,AR,0,55445,2,0,0.02,0,13.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-02,AR,0,55445,2,0,0.08,0,44.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-03,AR,0,55445,2,0,0.12,0,68,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-04,AR,90,55445,92,0.16,0.17,0.17,96.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-05,AR,217,55445,309,0.39,0.18,0.56,100.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-06,AR,169,55445,478,0.3,0.18,0.86,100.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-07,AR,201,55445,679,0.36,0.18,1.22,100.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-08,AR,25,55445,704,0.05,0.16,1.27,87.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-09,AR,0,55445,704,0,0.1,1.27,56.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-10,AR,0,55445,704,0,0.06,1.27,32.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-11,AR,0,55445,704,0,0.01,1.27,3.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-12,AR,0,55445,704,0,0,1.27,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-13,AR,0,55445,704,0,0,1.27,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-14,AR,0,55445,704,0,0,1.27,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-15,AR,0,55445,704,0,0.06,1.27,31.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-16,AR,0,55445,704,0,0.15,1.27,80.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-17,AR,0,55445,704,0,0.23,1.27,129,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-18,AR,223,55445,927,0.4,0.33,1.67,184.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-19,AR,341,55445,1268,0.62,0.35,2.29,196.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-20,AR,339,55445,1607,0.61,0.35,2.9,196.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-21,AR,386,55445,1993,0.7,0.35,3.59,196.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-22,AR,84,55445,2077,0.15,0.42,3.75,233.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-23,AR,0,55445,2077,0,0.42,3.75,233.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-24,AR,0,55445,2077,0,0.42,3.75,233,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-25,AR,482,55445,2559,0.87,0.38,4.62,209.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-26,AR,341,55445,2900,0.62,0.44,5.23,241.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-27,AR,338,55445,3238,0.61,0.44,5.84,241.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-28,AR,220,55445,3458,0.4,0.44,6.24,241.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-29,AR,308,55445,3766,0.56,0.31,6.79,172.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-30,AR,0,55445,3766,0,0.22,6.79,123.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-31,AR,0,55445,3766,0,0.14,6.79,75.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-01,AR,0,55445,3766,0,0.08,6.79,44,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-02,AR,0,55445,3766,0,-0,6.79,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-03,AR,0,55445,3766,0,-0,6.79,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-04,AR,0,55445,3766,0,-0,6.79,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-05,AR,0,55445,3766,0,0.05,6.79,28.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-06,AR,0,55445,3766,0,0.05,6.79,28.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-07,AR,0,55445,3766,0,0.05,6.79,28.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-08,AR,199,55445,3965,0.36,0.05,7.15,28.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-09,AR,0,55445,3965,0,0.06,7.15,35.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-10,AR,2,55445,3967,0,0.06,7.15,35.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-11,AR,0,55445,3967,0,0.06,7.15,35.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-12,AR,47,55445,4014,0.08,0.11,7.24,60,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-13,AR,0,55445,4014,0,0.16,7.24,89.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-14,AR,0,55445,4014,0,0.24,7.24,135,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-15,AR,371,55445,4385,0.67,0.32,7.91,180,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-16,AR,205,55445,4590,0.37,0.34,8.28,190,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-17,AR,322,55445,4912,0.58,0.34,8.86,190,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-18,AR,315,55445,5227,0.57,0.34,9.43,190,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-19,AR,117,55445,5344,0.21,0.29,9.64,160.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-20,AR,0,55445,5344,0,0.29,9.64,159.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-21,AR,0,55445,5344,0,0.3,9.64,164.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-22,AR,165,55445,5509,0.3,0.23,9.94,125.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-23,AR,200,55445,5709,0.36,0.21,10.3,114.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-24,AR,353,55445,6062,0.64,0.21,10.93,114.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-25,AR,41,55445,6103,0.07,0.21,11.01,114.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-26,AR,42,55445,6145,0.08,0.22,11.08,120.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-27,AR,0,55445,6145,0,0.22,11.08,122.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-28,AR,0,55445,6145,0,0.18,11.08,98.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-01,AR,205,55445,6350,0.37,0.17,11.45,93,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-02,AR,219,55445,6569,0.39,0.16,11.85,87,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-03,AR,185,55445,6754,0.33,0.16,12.18,87,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-04,AR,0,55445,6754,0,0.16,12.18,87,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-05,AR,0,55445,6754,0,0.15,12.18,84.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-06,AR,0,55445,6754,0,0.14,12.18,80.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-07,AR,0,55445,6754,0,0.1,12.18,55.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-08,AR,189,55445,6943,0.34,0.1,12.52,57.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-09,AR,191,55445,7134,0.34,0.1,12.87,57.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-10,AR,10,55445,7144,0.02,0.1,12.88,57.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-11,AR,11,55445,7155,0.02,0.1,12.9,57.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-12,AR,0,55445,7155,0,0.16,12.9,87.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-13,AR,1,55445,7156,0,0.11,12.91,63.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-14,AR,0,55445,7156,0,0.21,12.91,115.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-15,AR,400,55445,7556,0.72,0.26,13.63,142.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-16,AR,20,55445,7576,0.04,0.31,13.66,171.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-17,AR,376,55445,7952,0.68,0.31,14.34,171.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-18,AR,199,55445,8151,0.36,0.31,14.7,171.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-19,AR,204,55445,8355,0.37,0.31,15.07,170.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-20,AR,0,55445,8355,0,0.36,15.07,196.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-21,AR,0,55445,8355,0,0.31,15.07,170.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-22,AR,392,55445,8747,0.71,0.37,15.78,201.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-23,AR,203,55445,8950,0.37,0.37,16.14,207.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-24,AR,198,55445,9148,0.36,0.37,16.5,207.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-25,AR,416,55445,9564,0.75,0.37,17.25,207.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-26,AR,241,55445,9805,0.43,0.39,17.68,215,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-27,AR,0,55445,9805,0,0.41,17.68,227.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-28,AR,0,55445,9805,0,0.41,17.68,230.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-29,AR,447,55445,10252,0.81,0.33,18.49,186.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-30,AR,291,55445,10543,0.52,0.32,19.02,180.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-31,AR,218,55445,10761,0.39,0.32,19.41,180.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-01,AR,107,55445,10868,0.19,0.32,19.6,180.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-02,AR,200,55445,11068,0.36,0.21,19.96,116.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-03,AR,0,55445,11068,0,0.23,19.96,129,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-04,AR,0,55445,11068,0,0.33,19.96,185.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-05,AR,2,55445,11070,0,0.38,19.97,208.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-06,AR,376,55445,11446,0.68,0.44,20.64,246.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-07,AR,614,55445,12060,1.11,0.44,21.75,246.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-08,AR,268,55445,12328,0.48,0.44,22.23,246.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-09,AR,466,55445,12794,0.84,0.55,23.08,304.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-10,AR,1,55445,12795,0,0.52,23.08,287.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-11,AR,0,55445,12795,0,0.49,23.08,273.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-12,AR,407,55445,13202,0.73,0.53,23.81,292.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-13,AR,259,55445,13461,0.47,0.46,24.28,256.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-14,AR,515,55445,13976,0.93,0.48,25.21,266.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-15,AR,402,55445,14378,0.73,0.48,25.93,266.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-16,AR,211,55445,14589,0.38,0.48,26.31,266.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-17,AR,71,55445,14660,0.13,0.48,26.44,263.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-18,AR,0,55445,14660,0,0.45,26.44,249.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-19,AR,408,55445,15068,0.74,0.43,27.18,237.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-20,AR,235,55445,15303,0.42,0.45,27.6,250.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-21,AR,418,55445,15721,0.75,0.43,28.35,240.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-22,AR,319,55445,16040,0.58,0.43,28.93,240.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-23,AR,304,55445,16344,0.55,0.46,29.48,256.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-24,AR,0,55445,16344,0,0.48,29.48,263.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-25,AR,0,55445,16344,0,0.5,29.48,276.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-26,AR,518,55445,16862,0.93,0.55,30.41,306.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-27,AR,288,55445,17150,0.52,0.55,30.93,304.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-28,AR,508,55445,17658,0.92,0.56,31.85,308.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-29,AR,528,55445,18186,0.95,0.56,32.8,308.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-30,AR,290,55445,18476,0.52,0.53,33.32,296.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-01,AR,25,55445,18501,0.05,0.53,33.37,294.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-02,AR,0,55445,18501,0,0.56,33.37,311.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-03,AR,434,55445,18935,0.78,0.62,34.15,346.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-04,AR,277,55445,19212,0.5,0.62,34.65,342.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-05,AR,628,55445,19840,1.13,0.66,35.78,368.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-06,AR,769,55445,20609,1.39,0.66,37.17,368.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-07,AR,264,55445,20873,0.48,0.69,37.65,383.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-08,AR,206,55445,21079,0.37,0.85,38.02,469.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-09,AR,0,55445,21079,0,0.91,38.02,502.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-10,AR,542,55445,21621,0.98,0.81,39,447.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-11,AR,879,55445,22500,1.59,0.81,40.58,446.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-12,AR,860,55445,23360,1.55,0.79,42.13,435.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-13,AR,384,55445,23744,0.69,0.79,42.82,435.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
