date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2020-12-22,AG,0,685845,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-23,AG,0,685845,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-24,AG,1,685845,1,0,NA,0,NA,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-25,AG,0,685845,1,0,0,0,14.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-26,AG,0,685845,1,0,0,0,24.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-27,AG,0,685845,1,0,0,0,34.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-28,AG,100,685845,101,0.01,0,0.01,34.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-29,AG,69,685845,170,0.01,0,0.02,34.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-30,AG,73,685845,243,0.01,0,0.04,34.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2020-12-31,AG,0,685845,243,0,0,0.04,34.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-01,AG,1,685845,244,0,0,0.04,20.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-02,AG,1,685845,245,0,0.01,0.04,76.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-03,AG,0,685845,245,0,0.02,0.04,133.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-04,AG,1,685845,246,0,0.04,0.04,237.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-05,AG,457,685845,703,0.07,0.05,0.1,329.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-06,AG,475,685845,1178,0.07,0.05,0.17,360.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-07,AG,725,685845,1903,0.11,0.05,0.28,360.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-08,AG,647,685845,2550,0.09,0.06,0.37,431,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-09,AG,218,685845,2768,0.03,0.07,0.4,484.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-10,AG,0,685845,2768,0,0.07,0.4,517.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-11,AG,495,685845,3263,0.07,0.07,0.48,513.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-12,AG,831,685845,4094,0.12,0.07,0.6,498.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-13,AG,706,685845,4800,0.1,0.07,0.7,499.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-14,AG,698,685845,5498,0.1,0.07,0.8,499.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-15,AG,544,685845,6042,0.08,0.08,0.88,550.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-16,AG,221,685845,6263,0.03,0.08,0.91,557.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-17,AG,2,685845,6265,0,0.09,0.91,651.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-18,AG,854,685845,7119,0.12,0.12,1.04,803.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-19,AG,880,685845,7999,0.13,0.13,1.17,895.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-20,AG,1360,685845,9359,0.2,0.13,1.36,881.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-21,AG,1762,685845,11121,0.26,0.13,1.62,881.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-22,AG,1190,685845,12311,0.17,0.14,1.8,937.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-23,AG,124,685845,12435,0.02,0.15,1.81,1026.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-24,AG,0,685845,12435,0,0.15,1.81,995.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-25,AG,1244,685845,13679,0.18,0.14,1.99,980.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-26,AG,1508,685845,15187,0.22,0.13,2.21,922,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-27,AG,1139,685845,16326,0.17,0.13,2.38,904.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-28,AG,1659,685845,17985,0.24,0.13,2.62,904.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-29,AG,780,685845,18765,0.11,0.12,2.74,842.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-30,AG,0,685845,18765,0,0.13,2.74,903.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-31,AG,0,685845,18765,0,0.15,2.74,1028.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-01,AG,810,685845,19575,0.12,0.16,2.85,1071.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-02,AG,1938,685845,21513,0.28,0.18,3.14,1212.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-03,AG,2014,685845,23527,0.29,0.18,3.43,1237.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-04,AG,1959,685845,25486,0.29,0.18,3.72,1237.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-05,AG,1768,685845,27254,0.26,0.19,3.97,1287.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-06,AG,172,685845,27426,0.03,0.18,4,1228.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-07,AG,0,685845,27426,0,0.17,4,1177.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-08,AG,1162,685845,28588,0.17,0.16,4.17,1125.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-09,AG,1522,685845,30110,0.22,0.16,4.39,1101.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-10,AG,1657,685845,31767,0.24,0.16,4.63,1101.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-11,AG,1596,685845,33363,0.23,0.16,4.86,1101.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-12,AG,1599,685845,34962,0.23,0.17,5.1,1166,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-13,AG,174,685845,35136,0.03,0.17,5.12,1182.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-14,AG,0,685845,35136,0,0.19,5.12,1275.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-15,AG,1614,685845,36750,0.24,0.2,5.36,1364.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-16,AG,1636,685845,38386,0.24,0.21,5.6,1411,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-17,AG,2312,685845,40698,0.34,0.23,5.93,1587.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-18,AG,2214,685845,42912,0.32,0.23,6.26,1587.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-19,AG,1927,685845,44839,0.28,0.25,6.54,1678.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-20,AG,1409,685845,46248,0.21,0.27,6.74,1851.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-21,AG,2,685845,46250,0,0.28,6.74,1910.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-22,AG,2248,685845,48498,0.33,0.3,7.07,2053.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-23,AG,2850,685845,51348,0.42,0.32,7.49,2191.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-24,AG,2724,685845,54072,0.4,0.31,7.88,2127.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-25,AG,3213,685845,57285,0.47,0.31,8.35,2127.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-26,AG,2893,685845,60178,0.42,0.31,8.77,2110.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-27,AG,963,685845,61141,0.14,0.3,8.91,2080.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-28,AG,3,685845,61144,0,0.31,8.92,2123.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-01,AG,2130,685845,63274,0.31,0.3,9.23,2050.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-02,AG,2637,685845,65911,0.38,0.3,9.61,2054.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-03,AG,3026,685845,68937,0.44,0.29,10.05,1963.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-04,AG,2703,685845,71640,0.39,0.29,10.45,1962.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-05,AG,2919,685845,74559,0.43,0.29,10.87,1987.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-06,AG,324,685845,74883,0.05,0.3,10.92,2038,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-07,AG,0,685845,74883,0,0.3,10.92,2051.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-08,AG,2303,685845,77186,0.34,0.3,11.25,2040.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-09,AG,2991,685845,80177,0.44,0.28,11.69,1941.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-10,AG,3122,685845,83299,0.46,0.28,12.15,1942.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-11,AG,2624,685845,85923,0.38,0.28,12.53,1942.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-12,AG,2224,685845,88147,0.32,0.28,12.85,1887.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-13,AG,331,685845,88478,0.05,0.25,12.9,1719.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-14,AG,0,685845,88478,0,0.22,12.9,1522,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-15,AG,1923,685845,90401,0.28,0.21,13.18,1418.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-16,AG,1811,685845,92212,0.26,0.2,13.45,1378.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-17,AG,1741,685845,93953,0.25,0.22,13.7,1509.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-18,AG,1898,685845,95851,0.28,0.22,13.98,1509.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-19,AG,1945,685845,97796,0.28,0.23,14.26,1608,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-20,AG,1246,685845,99042,0.18,0.26,14.44,1793.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-21,AG,0,685845,99042,0,0.29,14.44,1980.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-22,AG,2615,685845,101657,0.38,0.31,14.82,2164.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-23,AG,3109,685845,104766,0.45,0.34,15.28,2338.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-24,AG,3051,685845,107817,0.44,0.34,15.72,2345.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-25,AG,3183,685845,111000,0.46,0.34,16.18,2345.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-26,AG,3166,685845,114166,0.46,0.35,16.65,2419.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-27,AG,1293,685845,115459,0.19,0.36,16.83,2465.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-28,AG,0,685845,115459,0,0.37,16.83,2522.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-29,AG,3132,685845,118591,0.46,0.37,17.29,2549.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-30,AG,3433,685845,122024,0.5,0.32,17.79,2218,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-31,AG,3449,685845,125473,0.5,0.33,18.29,2243.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-01,AG,3372,685845,128845,0.49,0.33,18.79,2243.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-02,AG,847,685845,129692,0.12,0.28,18.91,1958.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-03,AG,1472,685845,131164,0.21,0.3,19.12,2077.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-04,AG,0,685845,131164,0,0.32,19.12,2226,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-05,AG,1137,685845,132301,0.17,0.35,19.29,2381.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-06,AG,4268,685845,136569,0.62,0.42,19.91,2873.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-07,AG,4486,685845,141055,0.65,0.43,20.57,2927.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-08,AG,4460,685845,145515,0.65,0.43,21.22,2980.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-09,AG,4290,685845,149805,0.63,0.49,21.84,3398.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-10,AG,1851,685845,151656,0.27,0.49,22.11,3387.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-11,AG,373,685845,152029,0.05,0.49,22.17,3357,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-12,AG,4062,685845,156091,0.59,0.5,22.76,3416.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-13,AG,4189,685845,160280,0.61,0.5,23.37,3431.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-14,AG,4274,685845,164554,0.62,0.5,23.99,3414.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-15,AG,4879,685845,169433,0.71,0.52,24.7,3596.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-16,AG,4391,685845,173824,0.64,0.54,25.34,3707.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-17,AG,1732,685845,175556,0.25,0.56,25.6,3842,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-18,AG,1646,685845,177202,0.24,0.58,25.84,4010.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-19,AG,4841,685845,182043,0.71,0.6,26.54,4136.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-20,AG,5131,685845,187174,0.75,0.62,27.29,4273.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-21,AG,5452,685845,192626,0.79,0.62,28.09,4271.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-22,AG,5763,685845,198389,0.84,0.62,28.93,4271.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-23,AG,5350,685845,203739,0.78,0.61,29.71,4168.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-24,AG,1717,685845,205456,0.25,0.59,29.96,4061.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-25,AG,1646,685845,207102,0.24,0.57,30.2,3925.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-26,AG,4119,685845,211221,0.6,0.54,30.8,3733,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-27,AG,4382,685845,215603,0.64,0.52,31.44,3540.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-28,AG,4499,685845,220102,0.66,0.52,32.09,3555.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-29,AG,4418,685845,224520,0.64,0.52,32.74,3563,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-30,AG,4004,685845,228524,0.58,0.55,33.32,3743.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-01,AG,1820,685845,230344,0.27,0.58,33.59,3957.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-02,AG,1699,685845,232043,0.25,0.61,33.83,4215.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-03,AG,5382,685845,237425,0.78,0.67,34.62,4561,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-04,AG,5881,685845,243306,0.86,0.71,35.48,4857.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-05,AG,6305,685845,249611,0.92,0.72,36.39,4956.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-06,AG,6836,685845,256447,1,0.72,37.39,4956.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-07,AG,6079,685845,262526,0.89,0.74,38.28,5048.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-08,AG,2512,685845,265038,0.37,0.75,38.64,5109.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-09,AG,1701,685845,266739,0.25,0.76,38.89,5216.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-10,AG,6024,685845,272763,0.88,0.67,39.77,4602,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-11,AG,6311,685845,279074,0.92,0.67,40.69,4573.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-12,AG,7052,685845,286126,1.03,0.67,41.72,4596.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-13,AG,2535,685845,288661,0.37,0.68,42.09,4670.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-14,AG,5877,685845,294538,0.86,0.68,42.95,4690.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-15,AG,2678,685845,297216,0.39,0.7,43.34,4781,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-16,AG,2217,685845,299433,0.32,0.71,43.66,4847.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-17,AG,6163,685845,305596,0.9,0.81,44.56,5586.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-18,AG,6945,685845,312541,1.01,0.83,45.57,5704.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-19,AG,7515,685845,320056,1.1,0.84,46.67,5736.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-20,AG,7711,685845,327767,1.12,0.8,47.79,5505.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-21,AG,6702,685845,334469,0.98,0.75,48.77,5159.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-22,AG,2903,685845,337372,0.42,0.76,49.19,5179.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-23,AG,600,685845,337972,0.09,0.77,49.28,5294.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-24,AG,3742,685845,341714,0.55,0.79,49.82,5394.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-25,AG,7086,685845,348800,1.03,0.8,50.86,5465.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-26,AG,8315,685845,357115,1.21,0.82,52.07,5616.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-27,AG,8411,685845,365526,1.23,0.85,53.3,5843.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-28,AG,7203,685845,372729,1.05,0.95,54.35,6497.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-29,AG,3959,685845,376688,0.58,0.98,54.92,6718.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-30,AG,2189,685845,378877,0.32,1,55.24,6822.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-31,AG,8317,685845,387194,1.21,1,56.46,6849.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-01,AG,8637,685845,395831,1.26,1.02,57.71,6989.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-02,AG,9040,685845,404871,1.32,1.04,59.03,7146.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-03,AG,8600,685845,413471,1.25,1.07,60.29,7324,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-04,AG,8184,685845,421655,1.19,1.06,61.48,7281.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-05,AG,5059,685845,426714,0.74,1.05,62.22,7212.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-06,AG,3431,685845,430145,0.5,1.04,62.72,7133.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-07,AG,8017,685845,438162,1.17,1.03,63.89,7066.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-08,AG,8154,685845,446316,1.19,1.02,65.08,7011.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-09,AG,8488,685845,454804,1.24,1.04,66.31,7093.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-10,AG,8130,685845,462934,1.19,1.04,67.5,7115.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-11,AG,7804,685845,470738,1.14,1.02,68.64,6989.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-12,AG,5630,685845,476368,0.82,1,69.46,6860.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-13,AG,3585,685845,479953,0.52,0.99,69.98,6763.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-14,AG,7133,685845,487086,1.04,0.98,71.02,6687.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-15,AG,7252,685845,494338,1.06,0.96,72.08,6566.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-16,AG,7813,685845,502151,1.14,0.93,73.22,6360.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-17,AG,7594,685845,509745,1.11,0.88,74.32,6041,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-18,AG,6958,685845,516703,1.01,0.86,75.34,5905.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-19,AG,4189,685845,520892,0.61,0.83,75.95,5686.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-20,AG,1348,685845,522240,0.2,0.8,76.15,5490.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-21,AG,6183,685845,528423,0.9,0.78,77.05,5327.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-22,AG,5718,685845,534141,0.83,0.76,77.88,5224.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-23,AG,6446,685845,540587,0.94,0.74,78.82,5092.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-24,AG,6452,685845,547039,0.94,0.75,79.76,5136.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-25,AG,6236,685845,553275,0.91,0.77,80.67,5270.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-26,AG,3262,685845,556537,0.48,0.78,81.15,5358.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-27,AG,1660,685845,558197,0.24,0.78,81.39,5343,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-28,AG,7118,685845,565315,1.04,0.77,82.43,5299.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-29,AG,6334,685845,571649,0.92,0.74,83.35,5099.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-30,AG,6339,685845,577988,0.92,0.74,84.27,5058.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-01,AG,6147,685845,584135,0.9,0.73,85.17,4991.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-02,AG,4834,685845,588969,0.7,0.71,85.87,4882.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-03,AG,2980,685845,591949,0.43,0.7,86.31,4840.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-04,AG,1187,685845,593136,0.17,0.7,86.48,4814.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-05,AG,6359,685845,599495,0.93,0.71,87.41,4884.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-06,AG,6039,685845,605534,0.88,0.74,88.29,5053.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-07,AG,6155,685845,611689,0.9,0.74,89.19,5093.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-08,AG,6636,685845,618325,0.97,0.75,90.16,5106,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-09,AG,6021,685845,624346,0.88,0.74,91.03,5087.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-10,AG,3260,685845,627606,0.48,0.73,91.51,5021.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-11,AG,1272,685845,628878,0.19,0.72,91.69,4913.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-12,AG,6228,685845,635106,0.91,0.69,92.6,4713,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-13,AG,5579,685845,640685,0.81,0.67,93.42,4554.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-14,AG,5396,685845,646081,0.79,0.64,94.2,4374.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-15,AG,5235,685845,651316,0.76,0.61,94.97,4207.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-16,AG,4914,685845,656230,0.72,0.58,95.68,3996.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-17,AG,1998,685845,658228,0.29,0.54,95.97,3688.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
