date,vaccine,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,mean7d,inzmean7d,prct,prctSumTotal,prct_mean7d,geoRegion,type,type_variant,data_completeness,version
2021-05-20,moderna,fully_vaccinated,0,1,767012,0,NA,0,0,NA,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-05-21,moderna,fully_vaccinated,0,1,792066,0,NA,0,0,NA,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-05-22,moderna,fully_vaccinated,0,1,803702,0,NA,0,0,NA,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-05-23,moderna,fully_vaccinated,0,1,808205,0,NA,0,0,0,1.04,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-05-24,moderna,fully_vaccinated,0,1,816909,0,NA,0,0,NA,1.04,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-05-25,moderna,fully_vaccinated,0,1,842274,0,NA,0,0,0,1.03,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-05-26,moderna,fully_vaccinated,0,1,868752,0,NA,0.14,0.02,NA,1.03,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-05-27,moderna,fully_vaccinated,0,1,897627,0,NA,0.14,0.02,NA,1.03,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-05-28,moderna,fully_vaccinated,0,1,928344,0,NA,0.14,0.02,NA,1.03,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-05-29,moderna,fully_vaccinated,1,2,944589,0.11,NA,0.29,0.03,100,2.04,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-05-30,moderna,fully_vaccinated,0,2,950568,0,NA,0.29,0.03,NA,2.04,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-05-31,moderna,fully_vaccinated,0,2,974473,0,NA,0.29,0.03,NA,2.04,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-01,moderna,fully_vaccinated,1,3,1003500,0.1,NA,0.29,0.03,100,3.03,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-02,moderna,fully_vaccinated,0,3,1036410,0,NA,0.14,0.01,NA,3.03,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-03,moderna,fully_vaccinated,0,3,1068696,0,NA,0.29,0.03,NA,3.03,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-04,moderna,fully_vaccinated,0,3,1106935,0,NA,0.29,0.03,NA,3.03,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-05,moderna,fully_vaccinated,0,3,1125596,0,NA,0.14,0.01,0,3,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-06,moderna,fully_vaccinated,1,4,1133667,0.09,NA,0.14,0.01,100,3.96,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-07,moderna,fully_vaccinated,0,4,1168713,0,NA,0.29,0.02,NA,3.96,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-08,moderna,fully_vaccinated,0,4,1209418,0,NA,0.29,0.02,NA,3.96,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-09,moderna,fully_vaccinated,0,4,1248483,0,NA,0.29,0.02,0,3.92,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-10,moderna,fully_vaccinated,1,5,1280401,0.08,NA,0.14,0.01,100,4.85,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
