date,sex,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202122,female,partially_vaccinated,4,241,626144,0.64,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202122,female,not_vaccinated,26,1520,2543265,1.02,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202122,female,unknown,1717,88464,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202122,male,fully_vaccinated,15,206,1000483,1.5,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202122,male,partially_vaccinated,6,219,648588,0.93,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202122,male,not_vaccinated,33,1839,2639007,1.25,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202122,male,unknown,1715,87379,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202122,unknown,fully_vaccinated,0,1,431,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202122,unknown,partially_vaccinated,0,0,383,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202122,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202122,unknown,unknown,0,56,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202123,female,fully_vaccinated,11,300,1342608,0.82,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202123,female,partially_vaccinated,7,248,640949,1.09,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202123,female,not_vaccinated,11,1531,2373145,0.46,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202123,female,unknown,1119,89583,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202123,male,fully_vaccinated,19,225,1151935,1.65,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202123,male,partially_vaccinated,7,226,683689,1.02,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202123,male,not_vaccinated,17,1856,2452454,0.69,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202123,male,unknown,1125,88504,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202123,unknown,fully_vaccinated,0,1,495,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202123,unknown,partially_vaccinated,0,0,463,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202123,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202123,unknown,unknown,0,56,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202124,female,fully_vaccinated,6,306,1498681,0.4,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202124,female,partially_vaccinated,2,250,631726,0.32,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202124,female,not_vaccinated,7,1538,2226295,0.31,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202124,female,unknown,591,90174,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202124,male,fully_vaccinated,8,233,1310505,0.61,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202124,male,partially_vaccinated,4,230,688702,0.58,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202124,male,not_vaccinated,11,1867,2288871,0.48,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202124,male,unknown,611,89115,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202124,unknown,fully_vaccinated,0,1,577,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202124,unknown,partially_vaccinated,0,0,559,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202124,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202124,unknown,unknown,0,56,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202125,female,fully_vaccinated,5,311,1646769,0.3,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202125,female,partially_vaccinated,1,251,593143,0.17,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202125,female,not_vaccinated,4,1542,2116790,0.19,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202125,female,unknown,329,90503,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202125,male,fully_vaccinated,3,236,1470406,0.2,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202125,male,partially_vaccinated,3,233,651436,0.46,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202125,male,not_vaccinated,9,1876,2166236,0.42,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202125,male,unknown,396,89511,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202125,unknown,fully_vaccinated,0,1,676,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202125,unknown,partially_vaccinated,0,0,624,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202125,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202125,unknown,unknown,0,56,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202126,female,fully_vaccinated,7,318,1806496,0.39,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202126,female,partially_vaccinated,2,253,495470,0.4,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202126,female,not_vaccinated,7,1549,2054736,0.34,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202126,female,unknown,432,90935,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202126,male,fully_vaccinated,3,239,1644774,0.18,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202126,male,partially_vaccinated,2,235,543293,0.37,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202126,male,not_vaccinated,6,1882,2100011,0.29,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202126,male,unknown,578,90089,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202126,unknown,fully_vaccinated,0,1,782,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202126,unknown,partially_vaccinated,0,0,597,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202126,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202126,unknown,unknown,0,56,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202127,female,fully_vaccinated,15,333,1966567,0.76,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202127,female,partially_vaccinated,4,257,377669,1.06,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202127,female,not_vaccinated,11,1560,2012466,0.55,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202127,female,unknown,887,91822,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202127,male,fully_vaccinated,17,256,1820653,0.93,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202127,male,partially_vaccinated,2,237,412187,0.49,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202127,male,not_vaccinated,14,1896,2055238,0.68,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202127,male,unknown,1109,91198,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202127,unknown,fully_vaccinated,0,1,909,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202127,unknown,partially_vaccinated,0,0,520,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202127,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202127,unknown,unknown,0,56,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202128,female,fully_vaccinated,28,361,2106400,1.33,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202128,female,partially_vaccinated,5,262,274688,1.82,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202128,female,not_vaccinated,26,1586,1975614,1.32,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202128,female,unknown,1699,93521,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202128,male,fully_vaccinated,28,284,1977429,1.42,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202128,male,partially_vaccinated,6,243,293640,2.04,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202128,male,not_vaccinated,30,1926,2017009,1.49,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202128,male,unknown,1987,93185,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202128,unknown,fully_vaccinated,0,1,1071,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202128,unknown,partially_vaccinated,0,0,394,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202128,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202128,unknown,unknown,0,56,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202129,female,fully_vaccinated,62,423,2213529,2.8,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202129,female,partially_vaccinated,8,270,202532,3.95,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202129,female,not_vaccinated,26,1612,1940641,1.34,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202129,female,unknown,2298,95819,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202129,male,fully_vaccinated,42,326,2098734,2,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202129,male,partially_vaccinated,7,250,208478,3.36,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202129,male,not_vaccinated,35,1961,1980866,1.77,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202129,male,unknown,2487,95672,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202129,unknown,fully_vaccinated,0,1,1213,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202129,unknown,partially_vaccinated,0,0,285,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202129,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202129,unknown,unknown,0,56,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202130,female,fully_vaccinated,83,506,2273714,3.65,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202130,female,partially_vaccinated,13,283,175116,7.42,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202130,female,not_vaccinated,48,1660,1907872,2.52,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202130,female,unknown,2371,98190,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202130,male,fully_vaccinated,65,391,2164132,3,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202130,male,partially_vaccinated,12,262,177224,6.77,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202130,male,not_vaccinated,61,2022,1946722,3.13,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202130,male,unknown,2598,98270,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202130,unknown,fully_vaccinated,0,1,1294,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202130,unknown,partially_vaccinated,0,0,240,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202130,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202130,unknown,unknown,11,67,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202131,female,fully_vaccinated,115,621,2315820,4.97,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202131,female,partially_vaccinated,17,300,159597,10.65,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202131,female,not_vaccinated,96,1756,1881285,5.1,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202131,female,unknown,3460,101650,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202131,male,fully_vaccinated,113,504,2208568,5.12,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202131,male,partially_vaccinated,13,275,160800,8.08,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202131,male,not_vaccinated,90,2112,1918710,4.69,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202131,male,unknown,3729,101999,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202131,unknown,fully_vaccinated,0,1,1340,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202131,unknown,partially_vaccinated,0,0,210,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202131,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202131,unknown,unknown,1,68,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202132,female,fully_vaccinated,197,818,2353767,8.37,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202132,female,partially_vaccinated,23,323,152982,15.03,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202132,female,not_vaccinated,178,1934,1849953,9.62,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202132,female,unknown,6615,108265,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202132,male,fully_vaccinated,151,655,2247727,6.72,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202132,male,partially_vaccinated,24,299,153801,15.6,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202132,male,not_vaccinated,188,2300,1886550,9.97,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202132,male,unknown,6825,108824,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202132,unknown,fully_vaccinated,0,1,1372,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202132,unknown,partially_vaccinated,0,0,203,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202132,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202132,unknown,unknown,7,75,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202133,female,fully_vaccinated,239,1057,2391469,9.99,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202133,female,partially_vaccinated,33,356,151909,21.72,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202133,female,not_vaccinated,199,2133,1813324,10.97,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202133,female,unknown,8586,116851,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202133,male,fully_vaccinated,189,844,2286744,8.27,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202133,male,partially_vaccinated,45,344,151662,29.67,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202133,male,not_vaccinated,218,2518,1849672,11.79,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202133,male,unknown,8501,117325,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202133,unknown,fully_vaccinated,0,1,1401,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202133,unknown,partially_vaccinated,0,0,208,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202133,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202133,unknown,unknown,3,78,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202134,female,fully_vaccinated,194,1251,2428290,7.99,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202134,female,partially_vaccinated,27,383,162038,16.66,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202134,female,not_vaccinated,156,2289,1766374,8.83,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202134,female,unknown,8564,125415,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202134,male,fully_vaccinated,170,1014,2324839,7.31,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202134,male,partially_vaccinated,26,370,159832,16.27,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202134,male,not_vaccinated,223,2741,1803407,12.37,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202134,male,unknown,8557,125882,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202134,unknown,fully_vaccinated,1,2,1435,69.69,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202134,unknown,partially_vaccinated,0,0,212,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202134,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202134,unknown,unknown,2,80,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202135,female,fully_vaccinated,195,1446,2458649,7.93,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202135,female,partially_vaccinated,19,402,183284,10.37,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202135,female,not_vaccinated,144,2433,1714769,8.4,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202135,female,unknown,9178,134593,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202135,male,fully_vaccinated,163,1177,2356303,6.92,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202135,male,partially_vaccinated,29,399,179686,16.14,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202135,male,not_vaccinated,157,2898,1752089,8.96,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202135,male,unknown,8933,134815,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202135,unknown,fully_vaccinated,1,3,1459,68.54,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202135,unknown,partially_vaccinated,0,0,224,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202135,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202135,unknown,unknown,8,88,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202136,female,fully_vaccinated,188,1634,2494472,7.54,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202136,female,partially_vaccinated,21,423,212270,9.89,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202136,female,not_vaccinated,135,2568,1649960,8.18,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202136,female,unknown,8772,143365,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202136,male,fully_vaccinated,158,1335,2392907,6.6,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202136,male,partially_vaccinated,27,426,211581,12.76,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202136,male,not_vaccinated,123,3021,1683590,7.31,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202136,male,unknown,8756,143571,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202136,unknown,fully_vaccinated,0,3,1485,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202136,unknown,partially_vaccinated,0,0,256,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202136,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202136,unknown,unknown,7,95,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202137,female,fully_vaccinated,123,1757,2538493,4.85,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202137,female,partially_vaccinated,27,450,239904,11.25,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202137,female,not_vaccinated,84,2652,1578305,5.32,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202137,female,unknown,6184,149549,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202137,male,fully_vaccinated,129,1464,2437394,5.29,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202137,male,partially_vaccinated,22,448,245256,8.97,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202137,male,not_vaccinated,110,3131,1605428,6.85,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202137,male,unknown,6062,149633,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202137,unknown,fully_vaccinated,0,3,1522,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202137,unknown,partially_vaccinated,0,0,307,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202137,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202137,unknown,unknown,5,100,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202138,female,fully_vaccinated,112,1869,2586820,4.33,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202138,female,partially_vaccinated,14,464,244716,5.72,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202138,female,not_vaccinated,58,2710,1525166,3.8,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202138,female,unknown,4501,154050,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202138,male,fully_vaccinated,95,1559,2485502,3.82,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202138,male,partially_vaccinated,17,465,254868,6.67,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202138,male,not_vaccinated,72,3203,1547708,4.65,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202138,male,unknown,4470,154103,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202138,unknown,fully_vaccinated,0,3,1563,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202138,unknown,partially_vaccinated,0,0,319,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202138,unknown,not_vaccinated,1,1,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202138,unknown,unknown,4,104,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202139,female,fully_vaccinated,97,1966,2636748,3.68,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202139,female,partially_vaccinated,10,474,229476,4.36,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202139,female,not_vaccinated,47,2757,1490478,3.15,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202139,female,unknown,3838,157888,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202139,male,fully_vaccinated,65,1624,2535139,2.56,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202139,male,partially_vaccinated,14,479,241493,5.8,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202139,male,not_vaccinated,35,3238,1511446,2.32,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202139,male,unknown,3528,157631,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202139,unknown,fully_vaccinated,0,3,1592,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202139,unknown,partially_vaccinated,0,0,325,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202139,unknown,not_vaccinated,0,1,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
202139,unknown,unknown,1,105,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-10-11_08-00-56
