date,sex,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202111,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202112,female,fully_vaccinated,1,6,312239,0.32,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202112,female,partially_vaccinated,0,30,195125,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202112,female,not_vaccinated,14,142,3849338,0.36,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202112,female,unknown,10,231,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202112,male,fully_vaccinated,1,4,235136,0.43,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202112,male,partially_vaccinated,4,28,160262,2.5,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202112,male,not_vaccinated,16,188,3892680,0.41,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202112,male,unknown,15,247,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202112,unknown,fully_vaccinated,0,0,69,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202112,unknown,partially_vaccinated,0,0,83,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202112,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202112,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202113,female,fully_vaccinated,0,6,349099,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202113,female,partially_vaccinated,1,31,217952,0.46,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202113,female,not_vaccinated,20,162,3789651,0.53,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202113,female,unknown,12,243,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202113,male,fully_vaccinated,1,5,264864,0.38,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202113,male,partially_vaccinated,3,31,180083,1.67,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202113,male,not_vaccinated,21,209,3843131,0.55,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202113,male,unknown,13,260,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202113,unknown,fully_vaccinated,0,0,74,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202113,unknown,partially_vaccinated,0,0,94,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202113,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202113,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202114,female,fully_vaccinated,2,8,397962,0.5,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202114,female,partially_vaccinated,1,32,235589,0.42,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202114,female,not_vaccinated,11,173,3723151,0.3,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202114,female,unknown,8,251,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
