date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202104,0 - 9,fully_vaccinated,0,0,5,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,0 - 9,partially_vaccinated,0,0,17,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,0 - 9,not_vaccinated,0,0,877077,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,10 - 19,fully_vaccinated,0,0,51,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,10 - 19,partially_vaccinated,0,0,1056,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,10 - 19,not_vaccinated,0,0,846968,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,10 - 19,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,20 - 29,fully_vaccinated,0,0,396,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,20 - 29,partially_vaccinated,0,0,7793,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,20 - 29,not_vaccinated,0,0,1041670,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,30 - 39,fully_vaccinated,0,0,702,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,30 - 39,partially_vaccinated,0,0,12117,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,30 - 39,not_vaccinated,0,0,1221324,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,40 - 49,fully_vaccinated,0,0,1058,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,40 - 49,partially_vaccinated,0,0,16486,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,40 - 49,not_vaccinated,1,1,1186280,0.08,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,40 - 49,unknown,1,1,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,50 - 59,fully_vaccinated,0,0,1567,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,50 - 59,partially_vaccinated,0,0,25122,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,50 - 59,not_vaccinated,1,1,1272220,0.08,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,50 - 59,unknown,3,3,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,60 - 69,fully_vaccinated,0,0,1929,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,60 - 69,partially_vaccinated,0,0,24316,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,60 - 69,not_vaccinated,0,0,926525,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,60 - 69,unknown,14,14,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,70 - 79,fully_vaccinated,0,0,3782,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,70 - 79,partially_vaccinated,1,1,77512,1.29,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,70 - 79,not_vaccinated,15,15,643609,2.33,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,70 - 79,unknown,19,19,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,80+,fully_vaccinated,0,0,5857,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,80+,partially_vaccinated,7,7,113249,6.18,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,80+,not_vaccinated,32,32,336092,9.52,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,80+,unknown,76,76,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202104,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,0 - 9,fully_vaccinated,0,0,12,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,0 - 9,partially_vaccinated,0,0,13,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,0 - 9,not_vaccinated,0,0,877074,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,10 - 19,fully_vaccinated,0,0,204,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,10 - 19,partially_vaccinated,0,0,1098,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,10 - 19,not_vaccinated,0,0,846773,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,10 - 19,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,20 - 29,fully_vaccinated,0,0,1480,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,20 - 29,partially_vaccinated,0,0,8199,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,20 - 29,not_vaccinated,0,0,1040180,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,30 - 39,fully_vaccinated,0,0,2102,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,30 - 39,partially_vaccinated,0,0,13226,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,30 - 39,not_vaccinated,0,0,1218815,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,40 - 49,fully_vaccinated,0,0,3091,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,40 - 49,partially_vaccinated,0,0,17975,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,40 - 49,not_vaccinated,0,1,1182758,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,40 - 49,unknown,1,2,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202105,50 - 59,fully_vaccinated,0,0,4651,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
