sex,geoRegion,datum,entries,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_vacc_info,timeframe_28d,timeframe_14d,sumTotal,offset_vacc_info,sumTotal_vacc_info,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
male,CH,202009,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,12682,0,0.476,47.599999999999994,4268863,0.47,0.47,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-09,NA,NA,NA,NA
female,CH,202009,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,9346,0,0.524,52.400000000000006,4337170,0.51,0.51,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-09,NA,NA,NA,NA
unknown,CH,202009,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-09,NA,NA,NA,NA
male,CH,202010,45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,12682,0,0.506,50.6,4268863,1.05,1.52,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-10,25,0.58,125,3.000000000000007
female,CH,202010,44,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,9346,0,0.494,49.4,4337170,1.01,1.52,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-10,22,0.5,100,-3.000000000000007
unknown,CH,202010,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-10,0,NA,NA,0
male,CH,202011,133,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,198,12682,0,0.52,52,4268863,3.12,4.64,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-11,88,2.07,195.6,1.3999999999999986
female,CH,202011,123,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,189,9346,0,0.48,48,4337170,2.84,4.36,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-11,79,1.83,179.5,-1.3999999999999986
unknown,CH,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-11,0,NA,NA,0
male,CH,202012,415,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,613,12682,0,0.595,59.5,4268863,9.72,14.36,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-12,282,6.6,212,7.5
female,CH,202012,282,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,471,9346,0,0.405,40.5,4337170,6.5,10.86,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-12,159,3.66,129.3,-7.5
unknown,CH,202012,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-12,0,NA,NA,0
male,CH,202013,655,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1268,12682,0,0.61,61,4268863,15.34,29.7,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-13,240,5.62,57.8,1.5
female,CH,202013,419,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,890,9346,0,0.39,39,4337170,9.66,20.52,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-13,137,3.16,48.6,-1.5
unknown,CH,202013,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-13,0,NA,NA,0
male,CH,202014,479,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1747,12682,0,0.651,65.10000000000001,4268863,11.22,40.92,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-14,-176,-4.12,-26.9,4.1000000000000085
female,CH,202014,256,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1146,9346,0,0.348,34.8,4337170,5.9,26.42,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-14,-163,-3.76,-38.9,-4.200000000000003
unknown,CH,202014,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0.001,0.1,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-14,1,NA,NA,0.1
male,CH,202015,269,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016,12682,0,0.624,62.4,4268863,6.3,47.23,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-15,-210,-4.92,-43.8,-2.70000000000001
female,CH,202015,162,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1308,9346,0,0.376,37.6,4337170,3.74,30.16,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-15,-94,-2.16,-36.7,2.8000000000000043
unknown,CH,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-15,-1,NA,-100,-0.1
male,CH,202016,174,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2190,12682,0,0.611,61.1,4268863,4.08,51.3,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-16,-95,-2.22,-35.3,-1.2999999999999972
female,CH,202016,111,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1419,9346,0,0.389,38.9,4337170,2.56,32.72,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-16,-51,-1.18,-31.5,1.2999999999999972
unknown,CH,202016,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-16,0,NA,NA,0
male,CH,202017,109,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2299,12682,0,0.602,60.199999999999996,4268863,2.55,53.86,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-17,-65,-1.53,-37.4,-0.9000000000000057
female,CH,202017,72,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1491,9346,0,0.398,39.800000000000004,4337170,1.66,34.38,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-17,-39,-0.9,-35.1,0.9000000000000057
unknown,CH,202017,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-17,0,NA,NA,0
male,CH,202018,48,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2347,12682,0,0.545,54.50000000000001,4268863,1.12,54.98,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-18,-61,-1.43,-56,-5.699999999999989
female,CH,202018,40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1531,9346,0,0.455,45.5,4337170,0.92,35.3,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-18,-32,-0.74,-44.4,5.699999999999996
unknown,CH,202018,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-18,0,NA,NA,0
male,CH,202019,39,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2386,12682,0,0.65,65,4268863,0.91,55.89,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-19,-9,-0.21,-18.8,10.499999999999993
female,CH,202019,21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1552,9346,0,0.35,35,4337170,0.48,35.78,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-19,-19,-0.44,-47.5,-10.5
unknown,CH,202019,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-19,0,NA,NA,0
male,CH,202020,26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2412,12682,0,0.565,56.49999999999999,4268863,0.61,56.5,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-20,-13,-0.3,-33.3,-8.500000000000007
female,CH,202020,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1572,9346,0,0.435,43.5,4337170,0.46,36.24,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-20,-1,-0.02,-4.8,8.5
unknown,CH,202020,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-20,0,NA,NA,0
male,CH,202021,23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2435,12682,0,0.605,60.5,4268863,0.54,57.04,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-21,-3,-0.07,-11.5,4.000000000000007
female,CH,202021,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1587,9346,0,0.395,39.5,4337170,0.35,36.59,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-21,-5,-0.11,-25,-4
unknown,CH,202021,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-21,0,NA,NA,0
male,CH,202022,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2445,12682,0,0.455,45.5,4268863,0.23,57.28,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-22,-13,-0.31,-56.5,-15
female,CH,202022,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1599,9346,0,0.545,54.50000000000001,4337170,0.28,36.87,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-22,-3,-0.07,-20,15.000000000000007
unknown,CH,202022,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-22,0,NA,NA,0
male,CH,202023,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2449,12682,0,0.667,66.7,4268863,0.09,57.37,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-23,-6,-0.14,-60,21.200000000000003
female,CH,202023,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1601,9346,0,0.333,33.300000000000004,4337170,0.05,36.91,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-23,-10,-0.23,-83.3,-21.200000000000003
unknown,CH,202023,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-23,0,NA,NA,0
male,CH,202024,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2455,12682,0,0.667,66.7,4268863,0.14,57.51,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-24,2,0.05,50,0
female,CH,202024,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1604,9346,0,0.333,33.300000000000004,4337170,0.07,36.98,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-24,1,0.02,50,0
unknown,CH,202024,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-24,0,NA,NA,0
male,CH,202025,11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2466,12682,0,0.579,57.9,4268863,0.26,57.77,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-25,5,0.12,83.3,-8.800000000000004
female,CH,202025,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1612,9346,0,0.421,42.1,4337170,0.18,37.17,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-25,5,0.11,166.7,8.799999999999997
unknown,CH,202025,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-25,0,NA,NA,0
male,CH,202026,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2476,12682,0,0.556,55.60000000000001,4268863,0.23,58,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-26,-1,-0.03,-9.1,-2.29999999999999
female,CH,202026,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1620,9346,0,0.444,44.4,4337170,0.18,37.35,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-26,0,0,0,2.299999999999997
unknown,CH,202026,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-26,0,NA,NA,0
male,CH,202027,21,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2497,12682,0,0.553,55.300000000000004,4268863,0.49,58.49,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-27,11,0.26,110,-0.30000000000000426
female,CH,202027,17,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1637,9346,0,0.447,44.7,4337170,0.39,37.74,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-27,9,0.21,112.5,0.30000000000000426
unknown,CH,202027,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-27,0,NA,NA,0
male,CH,202028,29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2526,12682,0,0.592,59.199999999999996,4268863,0.68,59.17,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-28,8,0.19,38.1,3.8999999999999915
female,CH,202028,20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1657,9346,0,0.408,40.8,4337170,0.46,38.2,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-28,3,0.07,17.6,-3.9000000000000057
unknown,CH,202028,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-28,0,NA,NA,0
male,CH,202029,21,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2547,12682,0,0.636,63.6,4268863,0.49,59.66,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-29,-8,-0.19,-27.6,4.400000000000006
female,CH,202029,12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1669,9346,0,0.364,36.4,4337170,0.28,38.48,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-29,-8,-0.18,-40,-4.399999999999999
unknown,CH,202029,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-29,0,NA,NA,0
male,CH,202030,45,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2592,12682,0,0.703,70.3,4268863,1.05,60.72,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-30,24,0.56,114.3,6.699999999999996
female,CH,202030,19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1688,9346,0,0.297,29.7,4337170,0.44,38.92,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-30,7,0.16,58.3,-6.699999999999999
unknown,CH,202030,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-30,0,NA,NA,0
male,CH,202031,30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2622,12682,0,0.536,53.6,4268863,0.7,61.42,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-31,-15,-0.35,-33.3,-16.699999999999996
female,CH,202031,26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1714,9346,0,0.464,46.400000000000006,4337170,0.6,39.52,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-31,7,0.16,36.8,16.700000000000006
unknown,CH,202031,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-31,0,NA,NA,0
male,CH,202032,32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2654,12682,0,0.615,61.5,4268863,0.75,62.17,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-32,2,0.05,6.7,7.899999999999999
female,CH,202032,20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1734,9346,0,0.385,38.5,4337170,0.46,39.98,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-32,-6,-0.14,-23.1,-7.900000000000006
unknown,CH,202032,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-32,0,NA,NA,0
male,CH,202033,23,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2677,12682,0,0.469,46.9,4268863,0.54,62.71,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-33,-9,-0.21,-28.1,-14.600000000000001
female,CH,202033,26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1760,9346,0,0.531,53.1,4337170,0.6,40.58,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-33,6,0.14,30,14.600000000000001
unknown,CH,202033,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-33,0,NA,NA,0
male,CH,202034,26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2703,12682,0,0.542,54.2,4268863,0.61,63.32,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-34,3,0.07,13,7.300000000000004
female,CH,202034,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1782,9346,0,0.458,45.800000000000004,4337170,0.51,41.09,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-34,-4,-0.09,-15.4,-7.299999999999997
unknown,CH,202034,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-34,0,NA,NA,0
male,CH,202035,24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2727,12682,0,0.6,60,4268863,0.56,63.88,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-35,-2,-0.05,-7.7,5.799999999999997
female,CH,202035,16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1798,9346,0,0.4,40,4337170,0.37,41.46,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-35,-6,-0.14,-27.3,-5.800000000000004
unknown,CH,202035,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-35,0,NA,NA,0
male,CH,202036,39,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2766,12682,0,0.591,59.099999999999994,4268863,0.91,64.79,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-36,15,0.35,62.5,-0.9000000000000057
female,CH,202036,27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1825,9346,0,0.409,40.9,4337170,0.62,42.08,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-36,11,0.25,68.8,0.8999999999999986
unknown,CH,202036,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-36,0,NA,NA,0
male,CH,202037,47,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2813,12682,0,0.5,50,4268863,1.1,65.9,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-37,8,0.19,20.5,-9.099999999999994
female,CH,202037,47,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1872,9346,0,0.5,50,4337170,1.08,43.16,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-37,20,0.46,74.1,9.100000000000001
unknown,CH,202037,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-37,0,NA,NA,0
male,CH,202038,55,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2868,12682,0,0.561,56.10000000000001,4268863,1.29,67.18,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-38,8,0.19,17,6.1000000000000085
female,CH,202038,43,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1915,9346,0,0.439,43.9,4337170,0.99,44.15,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-38,-4,-0.09,-8.5,-6.100000000000001
unknown,CH,202038,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-38,0,NA,NA,0
male,CH,202039,55,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2923,12682,0,0.529,52.900000000000006,4268863,1.29,68.47,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-39,0,0,0,-3.200000000000003
female,CH,202039,49,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1964,9346,0,0.471,47.099999999999994,4337170,1.13,45.28,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-39,6,0.14,14,3.1999999999999957
unknown,CH,202039,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-39,0,NA,NA,0
male,CH,202040,72,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2995,12682,0,0.49,49,4268863,1.69,70.16,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-40,17,0.4,30.9,-3.9000000000000057
female,CH,202040,75,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2039,9346,0,0.51,51,4337170,1.73,47.01,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-40,26,0.6,53.1,3.9000000000000057
unknown,CH,202040,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-40,0,NA,NA,0
male,CH,202041,121,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3116,12682,0,0.496,49.6,4268863,2.83,72.99,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-41,49,1.14,68.1,0.6000000000000014
female,CH,202041,123,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2162,9346,0,0.504,50.4,4337170,2.84,49.85,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-41,48,1.11,64,-0.6000000000000014
unknown,CH,202041,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-41,0,NA,NA,0
male,CH,202042,316,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3432,12682,0,0.588,58.8,4268863,7.4,80.4,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-42,195,4.57,161.2,9.199999999999996
female,CH,202042,221,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2383,9346,0,0.412,41.199999999999996,4337170,5.1,54.94,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-42,98,2.26,79.7,-9.200000000000003
unknown,CH,202042,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-42,0,NA,NA,0
male,CH,202043,556,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3988,12682,0,0.543,54.300000000000004,4268863,13.02,93.42,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-43,240,5.62,75.9,-4.499999999999993
female,CH,202043,467,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2850,9346,0,0.457,45.7,4337170,10.77,65.71,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-43,246,5.67,111.3,4.500000000000007
unknown,CH,202043,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-43,0,NA,NA,0
male,CH,202044,823,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4811,12682,0,0.574,57.4,4268863,19.28,112.7,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-44,267,6.26,48,3.0999999999999943
female,CH,202044,610,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3460,9346,0,0.426,42.6,4337170,14.06,79.78,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-44,143,3.29,30.6,-3.1000000000000014
unknown,CH,202044,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-10-11_08-00-56,isoweek,2020-44,0,NA,NA,0
