geoRegion,datum,entries,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_vacc_info,timeframe_28d,timeframe_14d,sumTotal,offset_vacc_info,sumTotal_vacc_info,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
CH,202035,40,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4526,22029,0,1,100,8606033,0.46,52.59,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-35,-8,-0.1,-16.7,0
CH,202036,66,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4592,22029,0,1,100,8606033,0.77,53.36,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-36,26,0.31,65,0
CH,202037,94,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4686,22029,0,1,100,8606033,1.09,54.45,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-37,28,0.32,42.4,0
CH,202038,98,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4784,22029,0,1,100,8606033,1.14,55.59,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-38,4,0.05,4.3,0
CH,202039,104,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4888,22029,0,1,100,8606033,1.21,56.8,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-39,6,0.07,6.1,0
CH,202040,147,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5035,22029,0,1,100,8606033,1.71,58.51,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-40,43,0.5,41.3,0
CH,202041,244,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5279,22029,0,1,100,8606033,2.84,61.34,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-41,97,1.13,66,0
CH,202042,537,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5816,22029,0,1,100,8606033,6.24,67.58,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-42,293,3.4,120.1,0
CH,202043,1023,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6839,22029,0,1,100,8606033,11.89,79.47,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-43,486,5.65,90.5,0
CH,202044,1433,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8272,22029,0,1,100,8606033,16.65,96.12,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-44,410,4.76,40.1,0
CH,202045,1565,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9837,22029,0,1,100,8606033,18.18,114.3,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-45,132,1.53,9.2,0
CH,202046,1499,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11336,22029,0,1,100,8606033,17.42,131.72,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-46,-66,-0.76,-4.2,0
CH,202047,1358,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12694,22029,0,1,100,8606033,15.78,147.5,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-47,-141,-1.64,-9.4,0
CH,202048,1230,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13924,22029,0,1,100,8606033,14.29,161.79,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-48,-128,-1.49,-9.4,0
CH,202049,1161,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15085,22029,0,1,100,8606033,13.49,175.28,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-49,-69,-0.8,-5.6,0
CH,202050,1205,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16290,22029,0,1,100,8606033,14,189.29,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-50,44,0.51,3.8,0
CH,202051,1171,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17461,22029,0,1,100,8606033,13.61,202.89,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-51,-34,-0.39,-2.8,0
CH,202052,1118,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18579,22029,0,1,100,8606033,12.99,215.88,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-52,-53,-0.62,-4.5,0
CH,202053,1113,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,19692,22029,0,1,100,8606033,12.93,228.82,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-53,-5,-0.06,-0.4,0
CH,202101,997,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20689,22029,0,1,100,8606033,11.58,240.4,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-01,-116,-1.35,-10.4,0
CH,202102,741,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,21430,22029,0,1,100,8606033,8.61,249.01,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-02,-256,-2.97,-25.7,0
CH,202103,599,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,22029,22029,0,1,100,8606033,6.96,255.97,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-03,-142,-1.65,-19.2,0
CH,202104,534,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,22563,22029,534,1,100,8606033,6.2,262.18,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-04,-65,-0.76,-10.9,0
CH,202105,448,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,23011,22029,982,1,100,8606033,5.21,267.38,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-05,-86,-0.99,-16.1,0
CH,202106,357,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,23368,22029,1339,1,100,8606033,4.15,271.53,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-06,-91,-1.06,-20.3,0
CH,202107,365,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,23733,22029,1704,1,100,8606033,4.24,275.77,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-07,8,0.09,2.2,0
CH,202108,286,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,24019,22029,1990,1,100,8606033,3.32,279.09,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-08,-79,-0.92,-21.6,0
CH,202109,334,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,24353,22029,2324,1,100,8606033,3.88,282.98,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-09,48,0.56,16.8,0
CH,202110,375,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,24728,22029,2699,1,100,8606033,4.36,287.33,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-10,41,0.48,12.3,0
CH,202111,418,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,25146,22029,3117,1,100,8606033,4.86,292.19,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-11,43,0.5,11.5,0
CH,202112,475,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,25621,22029,3592,1,100,8606033,5.52,297.71,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-12,57,0.66,13.6,0
CH,202113,534,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,26155,22029,4126,1,100,8606033,6.2,303.91,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-13,59,0.68,12.4,0
CH,202114,527,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,26682,22029,4653,1,100,8606033,6.12,310.04,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-14,-7,-0.08,-1.3,0
CH,202115,494,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,27176,22029,5147,1,100,8606033,5.74,315.78,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-15,-33,-0.38,-6.3,0
CH,202116,504,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,27680,22029,5651,1,100,8606033,5.86,321.63,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-16,10,0.12,2,0
CH,202117,479,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,28159,22029,6130,1,100,8606033,5.57,327.2,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-17,-25,-0.29,-5,0
CH,202118,389,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,28548,22029,6519,1,100,8606033,4.52,331.72,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-18,-90,-1.05,-18.8,0
CH,202119,266,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,28814,22029,6785,1,100,8606033,3.09,334.81,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-19,-123,-1.43,-31.6,0
CH,202120,271,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,29085,22029,7056,1,100,8606033,3.15,337.96,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-20,5,0.06,1.9,0
CH,202121,152,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,29237,22029,7208,1,100,8606033,1.77,339.73,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-21,-119,-1.38,-43.9,0
CH,202122,132,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,29369,22029,7340,1,100,8606033,1.53,341.26,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-22,-20,-0.24,-13.2,0
CH,202123,87,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,29456,22029,7427,1,100,8606033,1.01,342.27,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-23,-45,-0.52,-34.1,0
CH,202124,61,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,29517,22029,7488,1,100,8606033,0.71,342.98,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-24,-26,-0.3,-29.9,0
CH,202125,42,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,29559,22029,7530,1,100,8606033,0.49,343.47,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-25,-19,-0.22,-31.1,0
CH,202126,23,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,29582,22029,7553,1,100,8606033,0.27,343.74,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-26,-19,-0.22,-45.2,0
CH,202127,28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,29610,22029,7581,1,100,8606033,0.33,344.06,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-27,5,0.06,21.7,0
CH,202128,61,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,29671,22029,7642,1,100,8606033,0.71,344.77,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-28,33,0.38,117.9,0
CH,202129,86,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,29757,22029,7728,1,100,8606033,1,345.77,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-29,25,0.29,41,0
CH,202130,122,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,29879,22029,7850,1,100,8606033,1.42,347.19,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-30,36,0.42,41.9,0
CH,202131,168,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,30047,22029,8018,1,100,8606033,1.95,349.14,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-31,46,0.53,37.7,0
CH,202132,346,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,30393,22029,8364,1,100,8606033,4.02,353.16,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-32,178,2.07,106,0
CH,202133,493,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,30886,22029,8857,1,100,8606033,5.73,358.89,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-33,147,1.71,42.5,0
CH,202134,471,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,31357,22029,9328,1,100,8606033,5.47,364.36,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-34,-22,-0.26,-4.5,0
CH,202135,398,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,31755,22029,9726,1,100,8606033,4.62,368.99,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-35,-73,-0.85,-15.5,0
CH,202136,348,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,32103,22029,10074,1,100,8606033,4.04,373.03,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-36,-50,-0.58,-12.6,0
CH,202137,312,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,32415,22029,10386,1,100,8606033,3.63,376.65,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-37,-36,-0.41,-10.3,0
CH,202138,248,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32663,22029,10634,1,100,8606033,2.88,379.54,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-38,-64,-0.75,-20.5,0
CH,202139,172,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32835,22029,10806,1,100,8606033,2,381.53,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-39,-76,-0.88,-30.6,0
CH,202140,102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32937,22029,0,1,100,8606033,1.19,382.72,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-40,-70,-0.81,-40.7,0
CHFL,202009,42,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,22165,0,1,100,8644780,0.49,0.49,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-09,NA,NA,NA,NA
CHFL,202010,90,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,132,22165,0,1,100,8644780,1.04,1.53,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-10,48,0.55,114.3,0
CHFL,202011,256,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,388,22165,0,1,100,8644780,2.96,4.49,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-11,166,1.92,184.4,0
CHFL,202012,697,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1085,22165,0,1,100,8644780,8.06,12.55,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-12,441,5.1,172.3,0
CHFL,202013,1076,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2161,22165,0,1,100,8644780,12.45,25,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-13,379,4.39,54.4,0
CHFL,202014,740,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2901,22165,0,1,100,8644780,8.56,33.56,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-14,-336,-3.89,-31.2,0
CHFL,202015,432,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3333,22165,0,1,100,8644780,5,38.56,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-15,-308,-3.56,-41.6,0
CHFL,202016,285,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3618,22165,0,1,100,8644780,3.3,41.85,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-16,-147,-1.7,-34,0
CHFL,202017,181,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3799,22165,0,1,100,8644780,2.09,43.95,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-17,-104,-1.21,-36.5,0
CHFL,202018,88,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3887,22165,0,1,100,8644780,1.02,44.96,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-18,-93,-1.07,-51.4,0
CHFL,202019,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3947,22165,0,1,100,8644780,0.69,45.66,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-19,-28,-0.33,-31.8,0
CHFL,202020,46,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3993,22165,0,1,100,8644780,0.53,46.19,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-20,-14,-0.16,-23.3,0
CHFL,202021,38,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4031,22165,0,1,100,8644780,0.44,46.63,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-21,-8,-0.09,-17.4,0
CHFL,202022,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4053,22165,0,1,100,8644780,0.25,46.88,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-22,-16,-0.19,-42.1,0
CHFL,202023,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4059,22165,0,1,100,8644780,0.07,46.95,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-23,-16,-0.18,-72.7,0
CHFL,202024,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4068,22165,0,1,100,8644780,0.1,47.06,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-24,3,0.03,50,0
CHFL,202025,19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4087,22165,0,1,100,8644780,0.22,47.28,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-25,10,0.12,111.1,0
CHFL,202026,18,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4105,22165,0,1,100,8644780,0.21,47.49,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-26,-1,-0.01,-5.3,0
CHFL,202027,39,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4144,22165,0,1,100,8644780,0.45,47.94,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-27,21,0.24,116.7,0
CHFL,202028,49,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4193,22165,0,1,100,8644780,0.57,48.5,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-28,10,0.12,25.6,0
CHFL,202029,33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4226,22165,0,1,100,8644780,0.38,48.88,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-29,-16,-0.19,-32.7,0
CHFL,202030,64,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4290,22165,0,1,100,8644780,0.74,49.63,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-30,31,0.36,93.9,0
CHFL,202031,56,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4346,22165,0,1,100,8644780,0.65,50.27,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-31,-8,-0.09,-12.5,0
CHFL,202032,52,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4398,22165,0,1,100,8644780,0.6,50.87,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-32,-4,-0.05,-7.1,0
CHFL,202033,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4448,22165,0,1,100,8644780,0.58,51.45,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-33,-2,-0.02,-3.8,0
CHFL,202034,48,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4496,22165,0,1,100,8644780,0.56,52.01,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-34,-2,-0.02,-4,0
CHFL,202035,40,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4536,22165,0,1,100,8644780,0.46,52.47,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-35,-8,-0.1,-16.7,0
CHFL,202036,66,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4602,22165,0,1,100,8644780,0.76,53.23,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-36,26,0.3,65,0
CHFL,202037,95,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4697,22165,0,1,100,8644780,1.1,54.33,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-37,29,0.34,43.9,0
CHFL,202038,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4797,22165,0,1,100,8644780,1.16,55.49,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-38,5,0.06,5.3,0
CHFL,202039,104,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4901,22165,0,1,100,8644780,1.2,56.69,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-39,4,0.04,4,0
CHFL,202040,147,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5048,22165,0,1,100,8644780,1.7,58.39,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-40,43,0.5,41.3,0
CHFL,202041,249,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5297,22165,0,1,100,8644780,2.88,61.27,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-41,102,1.18,69.4,0
CHFL,202042,540,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5837,22165,0,1,100,8644780,6.25,67.52,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-42,291,3.37,116.9,0
CHFL,202043,1028,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6865,22165,0,1,100,8644780,11.89,79.41,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-43,488,5.64,90.4,0
CHFL,202044,1444,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8309,22165,0,1,100,8644780,16.7,96.12,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-44,416,4.81,40.5,0
CHFL,202045,1572,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9881,22165,0,1,100,8644780,18.18,114.3,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-45,128,1.48,8.9,0
CHFL,202046,1508,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11389,22165,0,1,100,8644780,17.44,131.74,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-46,-64,-0.74,-4.1,0
CHFL,202047,1366,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12755,22165,0,1,100,8644780,15.8,147.55,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-47,-142,-1.64,-9.4,0
CHFL,202048,1236,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13991,22165,0,1,100,8644780,14.3,161.84,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-48,-130,-1.5,-9.5,0
CHFL,202049,1174,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15165,22165,0,1,100,8644780,13.58,175.42,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-49,-62,-0.72,-5,0
CHFL,202050,1214,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16379,22165,0,1,100,8644780,14.04,189.47,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-50,40,0.46,3.4,0
CHFL,202051,1183,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17562,22165,0,1,100,8644780,13.68,203.15,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-51,-31,-0.36,-2.6,0
CHFL,202052,1128,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18690,22165,0,1,100,8644780,13.05,216.2,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-52,-55,-0.63,-4.6,0
CHFL,202053,1121,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,19811,22165,0,1,100,8644780,12.97,229.17,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2020-53,-7,-0.08,-0.6,0
CHFL,202101,1007,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20818,22165,0,1,100,8644780,11.65,240.82,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-01,-114,-1.32,-10.2,0
CHFL,202102,746,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,21564,22165,0,1,100,8644780,8.63,249.45,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-02,-261,-3.02,-25.9,0
CHFL,202103,601,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,22165,22165,0,1,100,8644780,6.95,256.4,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-03,-145,-1.68,-19.4,0
CHFL,202104,535,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,22700,22165,535,1,100,8644780,6.19,262.59,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-04,-66,-0.76,-11,0
CHFL,202105,451,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,23151,22165,986,1,100,8644780,5.22,267.8,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-05,-84,-0.97,-15.7,0
CHFL,202106,362,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,23513,22165,1348,1,100,8644780,4.19,271.99,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-06,-89,-1.03,-19.7,0
CHFL,202107,366,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,23879,22165,1714,1,100,8644780,4.23,276.22,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-07,4,0.04,1.1,0
CHFL,202108,287,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,24166,22165,2001,1,100,8644780,3.32,279.54,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-08,-79,-0.91,-21.6,0
CHFL,202109,335,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,24501,22165,2336,1,100,8644780,3.88,283.42,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-09,48,0.56,16.7,0
CHFL,202110,375,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,24876,22165,2711,1,100,8644780,4.34,287.76,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-10,40,0.46,11.9,0
CHFL,202111,419,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,25295,22165,3130,1,100,8644780,4.85,292.6,COVID19Hosp,,2021-10-11_08-00-56,isoweek,2021-11,44,0.51,11.7,0
