nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_28d,timeframe_14d
all,CH,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-11,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-18,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-19,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-20,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202022,26341,205,26136,26341,0.8,NA,0.8,1,100,8606033,306.08,306.08,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-22,26341,306.08,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202023,25652,154,25498,51993,0.6,-0.20000000000000007,0.7,1,100,8606033,298.07,604.15,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-23,-689,-8.01,-2.6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202024,35718,221,35497,87711,0.6,0,0.7,1,100,8606033,415.03,1019.18,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-24,10066,116.96,39.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202025,48257,203,48054,135968,0.4,-0.19999999999999996,0.6,1,100,8606033,560.73,1579.91,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-25,12539,145.7,35.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202026,57314,393,56921,193282,0.7,0.29999999999999993,0.6,1,100,8606033,665.97,2245.89,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-26,9057,105.24,18.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202027,69895,751,69144,263177,1.1,0.40000000000000013,0.7,1,100,8606033,812.16,3058.05,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-27,12581,146.19,22,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202028,49433,765,48668,312610,1.5,0.3999999999999999,0.9,1,100,8606033,574.4,3632.45,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-28,-20462,-237.76,-29.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202029,42569,841,41728,355179,2,0.5,1,1,100,8606033,494.64,4127.09,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-29,-6864,-79.76,-13.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202030,35529,921,34608,390708,2.6,0.6000000000000001,1.1,1,100,8606033,412.84,4539.93,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-30,-7040,-81.8,-16.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202031,37358,1311,36047,428066,3.5,0.8999999999999999,1.3,1,100,8606033,434.09,4974.02,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-31,1829,21.25,5.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202032,38689,1267,37422,466755,3.3,-0.20000000000000018,1.5,1,100,8606033,449.56,5423.58,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-32,1331,15.47,3.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202033,41690,1693,39997,508445,4.1,0.7999999999999998,1.7,1,100,8606033,484.43,5908.01,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-33,3001,34.87,7.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202034,57494,2083,55411,565939,3.6,-0.49999999999999956,1.9,1,100,8606033,668.07,6576.07,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-34,15804,183.64,37.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202035,73382,2293,71089,639321,3.1,-0.5,2,1,100,8606033,852.68,7428.75,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-35,15888,184.61,27.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202036,87133,2702,84431,726454,3.1,0,2.2,1,100,8606033,1012.46,8441.22,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-36,13751,159.78,18.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202037,90524,3236,87288,816978,3.6,0.5,2.3,1,100,8606033,1051.87,9493.08,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-37,3391,39.41,3.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202038,84603,3203,81400,901581,3.8,0.19999999999999973,2.5,1,100,8606033,983.07,10476.15,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-38,-5921,-68.8,-6.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202039,67999,2507,65492,969580,3.7,-0.09999999999999964,2.6,1,100,8606033,790.13,11266.28,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-39,-16604,-192.94,-19.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH,202040,67764,3620,64144,1037344,5.3,1.5999999999999996,2.7,1,100,8606033,787.4,12053.68,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-40,-235,-2.73,-0.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202041,89352,8939,80413,1126696,10,4.7,3.3,1,100,8606033,1038.25,13091.93,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,21588,250.85,31.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202042,126495,19427,107068,1253191,15.4,5.4,4.5,1,100,8606033,1469.84,14561.77,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,37143,431.59,41.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202043,177166,39988,137178,1430357,22.6,7.200000000000001,6.8,1,100,8606033,2058.63,16620.4,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,50671,588.79,40.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202044,217282,57527,159755,1647639,26.5,3.8999999999999986,9.4,1,100,8606033,2524.76,19145.16,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,40116,466.13,22.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202045,206815,54891,151924,1854454,26.5,0,11.3,1,100,8606033,2403.14,21548.3,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-45,-10467,-121.62,-4.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202046,179893,43145,136748,2034347,24,-2.5,12.4,1,100,8606033,2090.31,23638.61,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-46,-26922,-312.83,-13,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202047,157874,32782,125092,2192221,20.8,-3.1999999999999993,13,1,100,8606033,1834.46,25473.07,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-47,-22019,-255.85,-12.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202048,160065,28158,131907,2352286,17.6,-3.1999999999999993,13.3,1,100,8606033,1859.92,27332.99,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-48,2191,25.46,1.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202049,164251,29163,135088,2516537,17.8,0.1999999999999993,13.6,1,100,8606033,1908.56,29241.54,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-49,4186,48.64,2.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202050,209628,31894,177734,2726165,15.2,-2.6000000000000014,13.7,1,100,8606033,2435.83,31677.37,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-50,45377,527.27,27.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202051,242406,31063,211343,2968571,12.8,-2.3999999999999986,13.7,1,100,8606033,2816.7,34494.07,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-51,32778,380.87,15.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202052,205384,25856,179528,3173955,12.6,-0.20000000000000107,13.6,1,100,8606033,2386.51,36880.58,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-52,-37022,-430.19,-15.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202053,148600,24880,123720,3322555,16.7,4.1,13.7,1,100,8606033,1726.7,38607.28,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-53,-56784,-659.81,-27.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202101,166508,24057,142451,3489063,14.4,-2.299999999999999,13.8,1,100,8606033,1934.78,40542.06,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-01,17908,208.08,12.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202102,146616,16864,129752,3635679,11.5,-2.9000000000000004,13.7,1,100,8606033,1703.64,42245.7,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-02,-19892,-231.14,-11.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202103,162171,14629,147542,3797850,9,-2.5,13.5,1,100,8606033,1884.39,44130.09,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-03,15555,180.75,10.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202104,166958,12535,154423,3964808,7.5,-1.5,13.2,1,100,8606033,1940.01,46070.1,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-04,4787,55.62,3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202105,185214,11282,173932,4150022,6.1,-1.4000000000000004,12.9,1,100,8606033,2152.14,48222.24,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-05,18256,212.13,10.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202106,193064,9158,183906,4343086,4.7,-1.3999999999999995,12.5,1,100,8606033,2243.36,50465.6,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-06,7850,91.22,4.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CH,202107,175906,7906,168000,4518992,4.5,-0.20000000000000018,12.2,1,100,8606033,2043.98,52509.58,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-07,-17158,-199.38,-8.9,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202108,167191,8127,159064,4686183,4.9,0.40000000000000036,12,1,100,8606033,1942.72,54452.3,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-08,-8715,-101.26,-5,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202109,173468,8424,165044,4859651,4.9,0,11.7,1,100,8606033,2015.66,56467.96,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-09,6277,72.94,3.8,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202110,193205,9791,183414,5052856,5.1,0.1999999999999993,11.5,1,100,8606033,2244.99,58712.95,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-10,19737,229.33,11.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202111,228070,11613,216457,5280926,5.1,0,11.2,1,100,8606033,2650.12,61363.07,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-11,34865,405.13,18,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202112,253188,13845,239343,5534114,5.5,0.40000000000000036,10.9,1,100,8606033,2941.98,64305.05,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-12,25118,291.86,11,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202113,274527,13902,260625,5808641,5.1,-0.40000000000000036,10.6,1,100,8606033,3189.94,67494.99,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-13,21339,247.96,8.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202114,202342,15383,186959,6010983,7.6,2.5,10.5,1,100,8606033,2351.16,69846.15,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-14,-72185,-838.78,-26.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202115,186056,15449,170607,6197039,8.3,0.7000000000000011,10.5,1,100,8606033,2161.93,72008.08,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-15,-16286,-189.23,-8,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202116,182524,15724,166800,6379563,8.6,0.29999999999999893,10.4,1,100,8606033,2120.88,74128.96,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-16,-3532,-41.05,-1.9,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202117,181714,13192,168522,6561277,7.3,-1.2999999999999998,10.3,1,100,8606033,2111.47,76240.44,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-17,-810,-9.41,-0.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202118,175774,11315,164459,6737051,6.4,-0.8999999999999995,10.2,1,100,8606033,2042.45,78282.89,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-18,-5940,-69.02,-3.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202119,182276,8637,173639,6919327,4.7,-1.7000000000000002,10.1,1,100,8606033,2118,80400.89,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-19,6502,75.55,3.7,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202120,198563,8189,190374,7117890,4.1,-0.6000000000000005,9.9,1,100,8606033,2307.25,82708.14,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-20,16287,189.25,8.9,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202121,154782,5690,149092,7272672,3.7,-0.39999999999999947,9.8,1,100,8606033,1798.53,84506.67,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-21,-43781,-508.72,-22,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202122,161903,4017,157886,7434575,2.5,-1.2000000000000002,9.6,1,100,8606033,1881.27,86387.94,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-22,7121,82.74,4.6,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202123,141903,2767,139136,7576478,1.9,-0.6000000000000001,9.5,1,100,8606033,1648.88,88036.82,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-23,-20000,-232.39,-12.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202124,140278,1491,138787,7716756,1.1,-0.7999999999999998,9.3,1,100,8606033,1630,89666.82,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-24,-1625,-18.88,-1.1,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CH,202125,131195,923,130272,7847951,0.7,-0.40000000000000013,9.2,1,100,8606033,1524.45,91191.27,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-25,-9083,-105.55,-6.5,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CH,202126,166398,1187,165211,8014349,0.7,0,9,1,100,8606033,1933.5,93124.78,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-26,35203,409.05,26.8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CH,202127,186810,2299,184511,8201159,1.2,0.5,8.8,1,100,8606033,2170.69,95295.46,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-27,20412,237.19,12.3,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CH,202128,186968,4355,182613,8388127,2.3,1.0999999999999999,8.7,1,100,8606033,2172.52,97467.99,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-28,158,1.83,0.1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CH,202129,159321,5798,153523,8547448,3.6,1.3000000000000003,8.6,1,100,8606033,1851.27,99319.26,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-29,-27647,-321.25,-14.8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CH,202130,143033,6200,136833,8690481,4.3,0.6999999999999997,8.5,1,100,8606033,1662.01,100981.27,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-30,-16288,-189.26,-10.2,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CH,202131,129476,8676,120800,8819957,6.7,2.4000000000000004,8.5,1,100,8606033,1504.48,102485.74,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-31,-13557,-157.53,-9.5,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CH,202132,139061,16042,123019,8959018,11.5,4.8,8.5,1,100,8606033,1615.85,104101.6,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-32,9585,111.37,7.4,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CH,202133,161943,20625,141318,9120961,12.7,1.1999999999999993,8.6,1,100,8606033,1881.74,105983.34,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-33,22882,265.89,16.5,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CH,202134,190416,20656,169760,9311377,10.8,-1.8999999999999986,8.7,1,100,8606033,2212.59,108195.92,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-34,28473,330.85,17.6,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CH,202135,224105,21250,202855,9535482,9.5,-1.3000000000000007,8.7,1,100,8606033,2604.05,110799.97,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-35,33689,391.46,17.7,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CH,202136,236001,21090,214911,9771483,8.9,-0.5999999999999996,8.7,1,100,8606033,2742.27,113542.24,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-36,11896,138.22,5.3,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
all,CH,202137,265479,14903,250576,10036962,5.6,-3.3000000000000007,8.6,1,100,8606033,3084.8,116627.05,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-37,29478,342.53,12.5,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
all,CH,202138,256161,10722,245439,10293123,4.2,-1.3999999999999995,8.5,1,100,8606033,2976.53,119603.57,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-38,-9318,-108.27,-3.5,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
all,CH,202139,251072,9008,242064,10544195,3.6,-0.6000000000000001,8.4,1,100,8606033,2917.4,122520.97,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-39,-5089,-59.13,-2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
all,CH,202140,225889,7531,218358,10770084,3.3,-0.30000000000000027,8.3,1,100,8606033,2624.77,125145.74,COVID19Test,,2021-10-11_08-00-56,isoweek,2021-40,-25183,-292.63,-10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202006,1,0,1,1,0,NA,0,1,100,8644780,0.01,0.01,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-06,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202007,1,0,1,2,0,0,0,1,100,8644780,0.01,0.02,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-07,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202009,1853,62,1791,1855,3.3,3.3,3.3,1,100,8644780,21.43,21.46,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-09,1852,21.42,185200,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202010,4796,555,4241,6651,11.6,8.3,9.3,1,100,8644780,55.48,76.94,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-10,2943,34.05,158.8,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202011,23622,2327,21295,30273,9.9,-1.6999999999999993,9.7,1,100,8644780,273.25,350.19,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-11,18826,217.77,392.5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202012,52613,7390,45223,82886,14,4.1,12.5,1,100,8644780,608.61,958.8,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-12,28991,335.36,122.7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202013,43688,8190,35498,126574,18.7,4.699999999999999,14.6,1,100,8644780,505.37,1464.17,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-13,-8925,-103.24,-17,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202014,40251,6800,33451,166825,16.9,-1.8000000000000007,15.2,1,100,8644780,465.61,1929.78,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-14,-3437,-39.76,-7.9,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202015,32610,4329,28281,199435,13.3,-3.599999999999998,14.9,1,100,8644780,377.22,2307,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-15,-7641,-88.39,-19,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202016,27248,2444,24804,226683,9,-4.300000000000001,14.2,1,100,8644780,315.2,2622.2,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-16,-5362,-62.02,-16.4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202017,28754,1647,27107,255437,5.7,-3.3,13.2,1,100,8644780,332.62,2954.81,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-17,1506,17.42,5.5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202018,30092,1101,28991,285529,3.7,-2,12.2,1,100,8644780,348.09,3302.91,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-18,1338,15.47,4.7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202019,28713,664,28049,314242,2.3,-1.4000000000000004,11.3,1,100,8644780,332.14,3635.05,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-19,-1379,-15.95,-4.6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202020,32984,395,32589,347226,1.2,-1.0999999999999999,10.3,1,100,8644780,381.55,4016.6,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-20,4271,49.41,14.9,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202021,25134,280,24854,372360,1.1,-0.09999999999999987,9.7,1,100,8644780,290.74,4307.34,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-21,-7850,-90.81,-23.8,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202022,26762,205,26557,399122,0.8,-0.30000000000000004,9.1,1,100,8644780,309.57,4616.91,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-22,1628,18.83,6.5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202023,26031,154,25877,425153,0.6,-0.20000000000000007,8.6,1,100,8644780,301.12,4918.03,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-23,-731,-8.45,-2.7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202024,36022,221,35801,461175,0.6,0,8,1,100,8644780,416.69,5334.72,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-24,9991,115.57,38.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202025,48660,203,48457,509835,0.4,-0.19999999999999996,7.3,1,100,8644780,562.88,5897.61,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-25,12638,146.19,35.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
