date,vaccine,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,mean7d,inzmean7d,prct,prctSumTotal,prct_mean7d,geoRegion,type,type_variant,data_completeness,version
2021-07-04,pfizer_biontech,fully_vaccinated,0,78,1319296,0,NA,0,0,NA,26.09,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-05,pfizer_biontech,fully_vaccinated,0,78,1327962,0,NA,0,0,NA,26.09,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-06,pfizer_biontech,fully_vaccinated,0,78,1336072,0,NA,0,0,NA,26.09,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-07,pfizer_biontech,fully_vaccinated,0,78,1343831,0,NA,0,0,NA,26.09,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-08,pfizer_biontech,fully_vaccinated,0,78,1352376,0,NA,0,0,NA,26.09,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-09,pfizer_biontech,fully_vaccinated,0,78,1362917,0,NA,0,0,NA,26.09,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-10,pfizer_biontech,fully_vaccinated,0,78,1369978,0,NA,0.14,0.01,NA,26.09,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-11,pfizer_biontech,fully_vaccinated,0,78,1371822,0,NA,0.14,0.01,NA,26.09,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-12,pfizer_biontech,fully_vaccinated,0,78,1383044,0,NA,0.14,0.01,0,26,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-13,pfizer_biontech,fully_vaccinated,1,79,1392867,0.07,NA,0.14,0.01,50,26.16,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-14,pfizer_biontech,fully_vaccinated,0,79,1401313,0,NA,0.14,0.01,0,26.07,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-15,pfizer_biontech,fully_vaccinated,0,79,1408092,0,NA,0.14,0.01,NA,26.07,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-16,pfizer_biontech,fully_vaccinated,0,79,1415628,0,NA,0.43,0.03,0,25.99,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-17,pfizer_biontech,fully_vaccinated,0,79,1421404,0,NA,0.43,0.03,NA,25.99,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-18,pfizer_biontech,fully_vaccinated,0,79,1422642,0,NA,0.86,0.06,0,25.9,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-19,pfizer_biontech,fully_vaccinated,2,81,1433073,0.14,NA,1.14,0.08,100,26.38,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-20,pfizer_biontech,fully_vaccinated,1,82,1440272,0.07,NA,1.14,0.08,100,26.62,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-21,pfizer_biontech,fully_vaccinated,3,85,1446336,0.21,NA,1.43,0.1,100,27.33,71.43,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-22,pfizer_biontech,fully_vaccinated,2,87,1452754,0.14,NA,1.57,0.11,100,27.8,85.71,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-23,pfizer_biontech,fully_vaccinated,0,87,1460141,0,NA,1.43,0.1,0,27.71,85.71,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-24,pfizer_biontech,fully_vaccinated,2,89,1464416,0.14,NA,1.29,0.09,100,28.16,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-25,pfizer_biontech,fully_vaccinated,1,90,1465046,0.07,NA,1,0.07,100,28.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-26,pfizer_biontech,fully_vaccinated,1,91,1470671,0.07,NA,0.86,0.06,100,28.62,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-27,pfizer_biontech,fully_vaccinated,0,91,1475083,0,NA,0.86,0.06,NA,28.62,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-28,pfizer_biontech,fully_vaccinated,1,92,1479957,0.07,NA,0.57,0.04,100,28.84,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-29,pfizer_biontech,fully_vaccinated,1,93,1484568,0.07,NA,0.43,0.03,50,28.97,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-30,pfizer_biontech,fully_vaccinated,0,93,1489866,0,NA,0.29,0.02,0,28.79,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-07-31,pfizer_biontech,fully_vaccinated,0,93,1492185,0,NA,0.43,0.03,0,28.7,25,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-01,pfizer_biontech,fully_vaccinated,0,93,1492942,0,NA,0.57,0.04,0,28.62,25,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-02,pfizer_biontech,fully_vaccinated,0,93,1497674,0,NA,0.57,0.04,0,28.44,32.14,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-03,pfizer_biontech,fully_vaccinated,1,94,1501459,0.07,NA,0.71,0.05,25,28.4,46.43,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-04,pfizer_biontech,fully_vaccinated,2,96,1505766,0.13,NA,0.71,0.05,100,28.83,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-05,pfizer_biontech,fully_vaccinated,1,97,1509681,0.07,NA,0.71,0.05,100,29.04,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-06,pfizer_biontech,fully_vaccinated,1,98,1514238,0.07,NA,0.86,0.06,100,29.25,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-07,pfizer_biontech,fully_vaccinated,0,98,1516273,0,NA,0.86,0.06,NA,29.25,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-08,pfizer_biontech,fully_vaccinated,0,98,1516611,0,NA,0.86,0.06,NA,29.25,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-09,pfizer_biontech,fully_vaccinated,1,99,1520715,0.07,NA,0.86,0.06,33.33,29.29,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-10,pfizer_biontech,fully_vaccinated,1,100,1524422,0.07,NA,1.14,0.07,33.33,29.33,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-11,pfizer_biontech,fully_vaccinated,2,102,1529058,0.13,NA,1.43,0.09,40,29.48,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-12,pfizer_biontech,fully_vaccinated,1,103,1532993,0.07,NA,1.43,0.09,25,29.43,33.09,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-13,pfizer_biontech,fully_vaccinated,3,106,1537164,0.2,NA,1.71,0.11,50,29.78,35.48,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-14,pfizer_biontech,fully_vaccinated,2,108,1539049,0.13,NA,2.29,0.15,50,30,39.64,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-15,pfizer_biontech,fully_vaccinated,0,108,1539191,0,NA,2.57,0.17,0,29.67,43.45,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-16,pfizer_biontech,fully_vaccinated,3,111,1543253,0.19,NA,3,0.19,50,30,49.41,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-17,pfizer_biontech,fully_vaccinated,5,116,1547315,0.32,NA,2.57,0.17,62.5,30.69,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-18,pfizer_biontech,fully_vaccinated,4,120,1552345,0.26,NA,2.71,0.17,66.67,31.25,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-19,pfizer_biontech,fully_vaccinated,4,124,1555924,0.26,NA,2.71,0.17,66.67,31.79,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-20,pfizer_biontech,fully_vaccinated,0,124,1560461,0,NA,2.71,0.17,NA,31.79,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-21,pfizer_biontech,fully_vaccinated,3,127,1562469,0.19,NA,2.43,0.16,100,32.32,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-22,pfizer_biontech,fully_vaccinated,0,127,1562688,0,NA,2.14,0.14,0,31.99,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-23,pfizer_biontech,fully_vaccinated,3,130,1566403,0.19,NA,2,0.13,50,32.26,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-24,pfizer_biontech,fully_vaccinated,3,133,1570277,0.19,NA,2.29,0.15,37.5,32.36,50.6,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-25,pfizer_biontech,fully_vaccinated,2,135,1576024,0.13,NA,2,0.13,66.67,32.61,41.07,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-26,pfizer_biontech,fully_vaccinated,3,138,1579544,0.19,NA,2,0.13,50,32.86,41.07,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-27,pfizer_biontech,fully_vaccinated,2,140,1583669,0.13,NA,1.86,0.12,50,33.02,39.64,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-28,pfizer_biontech,fully_vaccinated,1,141,1586229,0.06,NA,2,0.13,33.33,33.02,45.71,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-29,pfizer_biontech,fully_vaccinated,0,141,1586260,0,NA,2.14,0.13,0,32.87,44.76,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-30,pfizer_biontech,fully_vaccinated,2,143,1589687,0.13,NA,2,0.13,40,32.95,44.76,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-08-31,pfizer_biontech,fully_vaccinated,4,147,1592761,0.25,NA,2,0.13,80,33.49,43.33,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-01,pfizer_biontech,fully_vaccinated,3,150,1598502,0.19,NA,2,0.13,60,33.78,41.43,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-02,pfizer_biontech,fully_vaccinated,2,152,1602251,0.12,NA,2.29,0.14,50,33.93,50.95,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-03,pfizer_biontech,fully_vaccinated,2,154,1606537,0.12,NA,2.29,0.14,40,34,59.52,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-04,pfizer_biontech,fully_vaccinated,1,155,1609098,0.06,NA,1.86,0.12,20,33.84,52.86,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-05,pfizer_biontech,fully_vaccinated,2,157,1609451,0.12,NA,1.43,0.09,66.67,34.06,44.29,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-06,pfizer_biontech,fully_vaccinated,2,159,1612819,0.12,NA,1.43,0.09,100,34.34,42.86,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-07,pfizer_biontech,fully_vaccinated,1,160,1616413,0.06,NA,1.43,0.09,33.33,34.33,44.29,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-08,pfizer_biontech,fully_vaccinated,0,160,1622749,0,NA,1.71,0.11,0,34.19,48.57,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-09,pfizer_biontech,fully_vaccinated,2,162,1626553,0.12,NA,1.86,0.11,40,34.25,47.62,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-10,pfizer_biontech,fully_vaccinated,2,164,1632497,0.12,NA,2.14,0.13,50,34.38,41.5,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-11,pfizer_biontech,fully_vaccinated,3,167,1635980,0.18,NA,2.57,0.16,50,34.58,51.02,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-12,pfizer_biontech,fully_vaccinated,3,170,1636647,0.18,NA,2.86,0.17,60,34.84,58.16,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-13,pfizer_biontech,fully_vaccinated,4,174,1641261,0.24,NA,2.86,0.17,57.14,35.15,59.59,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-14,pfizer_biontech,fully_vaccinated,4,178,1646343,0.24,NA,3,0.18,100,35.67,61.02,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-15,pfizer_biontech,fully_vaccinated,2,180,1654169,0.12,NA,3.14,0.19,50,35.79,63.4,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-16,pfizer_biontech,fully_vaccinated,2,182,1659805,0.12,NA,3,0.18,50,35.9,58.4,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-17,pfizer_biontech,fully_vaccinated,3,185,1666747,0.18,NA,2.57,0.15,60,36.13,52.28,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-18,pfizer_biontech,fully_vaccinated,4,189,1671690,0.24,NA,2.57,0.15,66.67,36.49,44.34,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-19,pfizer_biontech,fully_vaccinated,2,191,1672263,0.12,NA,2.71,0.16,25,36.31,43.32,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-20,pfizer_biontech,fully_vaccinated,1,192,1677744,0.06,NA,2.86,0.17,14.29,36.02,40.47,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-21,pfizer_biontech,fully_vaccinated,4,196,1683742,0.24,NA,2.86,0.17,44.44,36.16,42.61,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-22,pfizer_biontech,fully_vaccinated,3,199,1691583,0.18,NA,2.43,0.14,42.86,36.25,47.37,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-23,pfizer_biontech,fully_vaccinated,3,202,1698111,0.18,NA,2.43,0.14,30,36.14,50.94,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-24,pfizer_biontech,fully_vaccinated,3,205,1705338,0.18,NA,2.57,0.15,75,36.41,52.47,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-25,pfizer_biontech,fully_vaccinated,1,206,1711245,0.06,NA,2,0.12,100,36.52,46.12,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-26,pfizer_biontech,fully_vaccinated,2,208,1711991,0.12,NA,1.71,0.1,50,36.62,44.76,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-27,pfizer_biontech,fully_vaccinated,2,210,1718754,0.12,NA,1.29,0.08,25,36.46,40.48,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-28,pfizer_biontech,fully_vaccinated,0,210,1723508,0,NA,1,0.06,0,36.4,34.52,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-29,pfizer_biontech,fully_vaccinated,1,211,1732743,0.06,NA,1,0.06,33.33,36.38,27.38,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-09-30,pfizer_biontech,fully_vaccinated,0,211,1738610,0,NA,0.86,0.05,0,36.25,25,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-10-01,pfizer_biontech,fully_vaccinated,1,212,1746448,0.06,NA,1,0.06,33.33,36.24,28.57,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-10-02,pfizer_biontech,fully_vaccinated,1,213,1752368,0.06,NA,1.29,0.07,50,36.29,35.71,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-10-03,pfizer_biontech,fully_vaccinated,1,214,1753531,0.06,NA,1.43,0.08,33.33,36.27,40.48,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-10-04,pfizer_biontech,fully_vaccinated,3,217,1760996,0.17,NA,1.43,0.08,50,36.41,40.48,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-10-05,pfizer_biontech,fully_vaccinated,2,219,1767088,0.11,NA,1.29,0.07,50,36.5,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-10-06,pfizer_biontech,fully_vaccinated,2,221,1776438,0.11,NA,1.29,0.07,66.67,36.65,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-10-07,pfizer_biontech,fully_vaccinated,0,221,1782529,0,NA,1.14,0.06,0,36.59,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-10-08,pfizer_biontech,fully_vaccinated,0,221,1790893,0,NA,NA,NA,NA,36.59,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-10-09,pfizer_biontech,fully_vaccinated,1,222,1797412,0.06,NA,NA,NA,100,36.69,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-10-10,pfizer_biontech,fully_vaccinated,0,222,1798678,0,NA,NA,NA,0,36.63,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-10-11_08-00-56
2021-01-27,pfizer_biontech,partially_vaccinated,0,0,161815,0,NA,NA,NA,NA,NA,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-01-28,pfizer_biontech,partially_vaccinated,0,0,165400,0,NA,NA,NA,NA,NA,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-01-29,pfizer_biontech,partially_vaccinated,0,0,166134,0,NA,NA,NA,NA,NA,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-01-30,pfizer_biontech,partially_vaccinated,1,1,166134,0.6,NA,0.43,0.26,100,100,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-01-31,pfizer_biontech,partially_vaccinated,1,2,166134,0.6,NA,0.43,0.26,100,100,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-01,pfizer_biontech,partially_vaccinated,1,3,164292,0.61,NA,0.43,0.26,50,75,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-02,pfizer_biontech,partially_vaccinated,0,3,161049,0,NA,0.43,0.27,NA,75,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-03,pfizer_biontech,partially_vaccinated,0,3,158308,0,NA,0.43,0.27,NA,75,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-04,pfizer_biontech,partially_vaccinated,0,3,154586,0,NA,0.29,0.19,0,60,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-05,pfizer_biontech,partially_vaccinated,0,3,150672,0,NA,0.14,0.09,0,50,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-06,pfizer_biontech,partially_vaccinated,1,4,149766,0.67,NA,0.29,0.19,100,57.14,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-07,pfizer_biontech,partially_vaccinated,0,4,149840,0,NA,0.29,0.19,NA,57.14,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-08,pfizer_biontech,partially_vaccinated,0,4,143071,0,NA,0.29,0.2,0,50,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-09,pfizer_biontech,partially_vaccinated,1,5,135905,0.74,NA,0.29,0.21,100,55.56,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-10,pfizer_biontech,partially_vaccinated,0,5,130817,0,NA,0.43,0.33,0,50,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-11,pfizer_biontech,partially_vaccinated,0,5,124055,0,NA,0.43,0.35,0,45.45,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-12,pfizer_biontech,partially_vaccinated,0,5,117986,0,NA,0.86,0.73,NA,45.45,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-13,pfizer_biontech,partially_vaccinated,2,7,116891,1.71,NA,0.86,0.74,100,53.85,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-14,pfizer_biontech,partially_vaccinated,0,7,116654,0,NA,0.86,0.74,0,46.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-15,pfizer_biontech,partially_vaccinated,3,10,110582,2.71,NA,1,0.9,100,55.56,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-16,pfizer_biontech,partially_vaccinated,1,11,105670,0.95,NA,1.14,1.08,50,55,53.57,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-17,pfizer_biontech,partially_vaccinated,0,11,101030,0,NA,1,0.99,0,52.38,53.57,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-18,pfizer_biontech,partially_vaccinated,1,12,95282,1.05,NA,1,1.05,100,54.55,53.57,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-19,pfizer_biontech,partially_vaccinated,1,13,91932,1.09,NA,0.71,0.77,25,50,46.43,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-20,pfizer_biontech,partially_vaccinated,1,14,92349,1.08,NA,1,1.08,100,51.85,46.43,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-21,pfizer_biontech,partially_vaccinated,0,14,92439,0,NA,1,1.08,0,50,46.43,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-22,pfizer_biontech,partially_vaccinated,1,15,90993,1.1,NA,0.86,0.95,50,50,32.14,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-23,pfizer_biontech,partially_vaccinated,3,18,91342,3.28,NA,0.71,0.78,50,50,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-24,pfizer_biontech,partially_vaccinated,0,18,91752,0,NA,0.57,0.62,0,48.65,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-25,pfizer_biontech,partially_vaccinated,0,18,92583,0,NA,0.57,0.62,0,47.37,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-26,pfizer_biontech,partially_vaccinated,0,18,94457,0,NA,0.43,0.46,NA,47.37,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-27,pfizer_biontech,partially_vaccinated,0,18,95708,0,NA,0,0,0,46.15,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-02-28,pfizer_biontech,partially_vaccinated,0,18,95949,0,NA,0.14,0.15,0,45,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-01,pfizer_biontech,partially_vaccinated,0,18,100111,0,NA,0.29,0.29,0,43.9,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-02,pfizer_biontech,partially_vaccinated,0,18,104268,0,NA,0.29,0.28,0,41.86,11.9,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-03,pfizer_biontech,partially_vaccinated,1,19,109564,0.91,NA,0.43,0.39,33.33,41.3,26.19,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-04,pfizer_biontech,partially_vaccinated,1,20,114312,0.87,NA,0.71,0.62,50,41.67,40.48,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-05,pfizer_biontech,partially_vaccinated,0,20,118363,0,NA,0.71,0.6,0,40.82,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-06,pfizer_biontech,partially_vaccinated,1,21,119102,0.84,NA,0.71,0.6,100,42,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-07,pfizer_biontech,partially_vaccinated,2,23,119976,1.67,NA,0.57,0.48,100,44.23,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-08,pfizer_biontech,partially_vaccinated,0,23,126275,0,NA,0.71,0.56,NA,44.23,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-09,pfizer_biontech,partially_vaccinated,0,23,135008,0,NA,0.86,0.64,0,43.4,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-10,pfizer_biontech,partially_vaccinated,0,23,145911,0,NA,0.86,0.59,0,42.59,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-11,pfizer_biontech,partially_vaccinated,2,25,156239,1.28,NA,0.86,0.55,100,44.64,NA,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-12,pfizer_biontech,partially_vaccinated,1,26,164129,0.61,NA,1,0.61,33.33,44.07,50,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-13,pfizer_biontech,partially_vaccinated,1,27,165143,0.61,NA,1.14,0.69,100,45,64.29,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-14,pfizer_biontech,partially_vaccinated,2,29,165784,1.21,NA,1.43,0.86,66.67,46.03,78.57,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-15,pfizer_biontech,partially_vaccinated,1,30,170898,0.59,NA,1.43,0.84,50,46.15,78.57,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-16,pfizer_biontech,partially_vaccinated,1,31,176000,0.57,NA,1.43,0.81,100,46.97,77.38,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-17,pfizer_biontech,partially_vaccinated,2,33,179500,1.11,NA,1.43,0.8,100,48.53,70.24,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
2021-03-18,pfizer_biontech,partially_vaccinated,2,35,183085,1.09,NA,1.29,0.7,100,50,75,CHFL,COVID19Hosp,vaccine,limited,2021-10-11_08-00-56
