date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202127,UR,nursing_home,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,UR,nursing_home,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,UR,nursing_home,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,UR,nursing_home,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,UR,nursing_home,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,UR,nursing_home,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,UR,nursing_home,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,UR,nursing_home,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,UR,nursing_home,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,UR,nursing_home,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,UR,nursing_home,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,UR,nursing_home,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,UR,nursing_home,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,UR,nursing_home,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,UR,medical_practice,0,location,36703,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,UR,medical_practice,0,location,36703,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,UR,medical_practice,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,UR,medical_practice,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,UR,medical_practice,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,UR,medical_practice,203,location,36703,203,NA,0.214,21.4,9.2,0.55,0.55,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,UR,medical_practice,148,location,36703,351,NA,0.208,20.8,12.1,0.4,0.96,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,UR,medical_practice,151,location,36703,502,NA,0.264,26.400000000000002,14.399999999999999,0.41,1.37,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,UR,medical_practice,73,location,36703,575,NA,0.121,12.1,14.099999999999998,0.2,1.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,UR,medical_practice,217,location,36703,792,NA,0.461,46.1,17.4,0.59,2.16,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,UR,medical_practice,336,location,36703,1128,NA,0.416,41.6,21,0.92,3.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,UR,medical_practice,270,location,36703,1398,NA,0.333,33.300000000000004,22.6,0.74,3.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,UR,medical_practice,122,location,36703,1520,NA,0.337,33.7,23.3,0.33,4.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,UR,medical_practice,372,location,36703,1892,NA,0.329,32.9,24.7,1.01,5.15,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,UR,medical_practice,351,location,36703,2243,NA,0.432,43.2,26.5,0.96,6.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,UR,medical_practice,335,location,36703,2578,NA,0.383,38.3,27.6,0.91,7.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,UR,medical_practice,394,location,36703,2972,NA,0.285,28.499999999999996,27.700000000000003,1.07,8.1,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,UR,medical_practice,627,location,36703,3599,NA,0.53,53,30.2,1.71,9.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,UR,medical_practice,451,location,36703,4050,NA,0.294,29.4,30.099999999999998,1.23,11.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,UR,medical_practice,470,location,36703,4520,NA,0.168,16.8,27.800000000000004,1.28,12.32,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,UR,medical_practice,295,location,36703,4815,NA,0.212,21.2,27.3,0.8,13.12,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,UR,medical_practice,609,location,36703,5424,NA,0.252,25.2,27,1.66,14.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,UR,medical_practice,451,location,36703,5875,NA,0.303,30.3,27.3,1.23,16.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,UR,medical_practice,278,location,36703,6153,NA,0.086,8.6,24.8,0.76,16.76,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,UR,medical_practice,201,location,36703,6354,NA,0.098,9.8,23.7,0.55,17.31,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,UR,medical_practice,294,location,36703,6648,NA,0.138,13.8,23,0.8,18.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,UR,medical_practice,103,location,36703,6751,NA,0.105,10.5,22.6,0.28,18.39,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,UR,medical_practice,105,location,36703,6856,NA,0.067,6.7,21.8,0.29,18.68,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,UR,medical_practice,68,location,36703,6924,NA,0.054,5.4,21.099999999999998,0.19,18.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,UR,medical_practice,49,location,36703,6973,NA,0.076,7.6,20.9,0.13,19,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,UR,medical_practice,0,location,36703,6973,NA,0,0,20.599999999999998,0,19,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,UR,medical_practice,0,location,36703,6973,NA,0,0,20.4,0,19,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,UR,medical_practice,0,location,36703,6973,NA,0,0,20.200000000000003,0,19,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,UR,medical_practice,0,location,36703,6973,NA,0,0,19.900000000000002,0,19,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,UR,medical_practice,11,location,36703,6984,NA,0.03,3,19.7,0.03,19.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,UR,medical_practice,11,location,36703,6995,NA,0.013,1.3,19.3,0.03,19.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,UR,medical_practice,0,location,36703,6995,NA,0,0,18.9,0,19.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,UR,medical_practice,4,location,36703,6999,NA,0.004,0.4,18.4,0.01,19.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,UR,medical_practice,114,location,36703,7113,NA,0.116,11.600000000000001,18.3,0.31,19.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,UR,medical_practice,78,location,36703,7191,NA,0.08,8,18,0.21,19.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,UR,medical_practice,31,location,36703,7222,NA,0.035,3.5000000000000004,17.7,0.08,19.68,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,UR,medical_practice,8,location,36703,7230,NA,0.009,0.8999999999999999,17.4,0.02,19.7,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,UR,pharmacy,0,location,36703,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,UR,pharmacy,0,location,36703,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,UR,pharmacy,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,UR,pharmacy,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,UR,pharmacy,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,UR,pharmacy,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,UR,pharmacy,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,UR,pharmacy,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,UR,pharmacy,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,UR,pharmacy,1,location,36703,1,NA,0.002,0.2,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,UR,pharmacy,0,location,36703,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,UR,hospital,0,location,36703,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,UR,hospital,0,location,36703,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,UR,hospital,365,location,36703,365,NA,1,100,100,0.99,0.99,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,UR,hospital,428,location,36703,793,NA,1,100,100,1.17,2.16,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,UR,hospital,454,location,36703,1247,NA,1,100,100,1.24,3.4,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,UR,hospital,746,location,36703,1993,NA,0.786,78.60000000000001,90.8,2.03,5.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,UR,hospital,563,location,36703,2556,NA,0.791,79.10000000000001,87.9,1.53,6.96,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,UR,hospital,420,location,36703,2976,NA,0.733,73.3,85.5,1.14,8.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,UR,hospital,529,location,36703,3505,NA,0.877,87.7,85.8,1.44,9.55,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,UR,hospital,253,location,36703,3758,NA,0.537,53.7,82.5,0.69,10.24,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,UR,hospital,472,location,36703,4230,NA,0.584,58.4,78.9,1.29,11.52,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,UR,hospital,538,location,36703,4768,NA,0.663,66.3,77.2,1.47,12.99,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,UR,hospital,240,location,36703,5008,NA,0.663,66.3,76.6,0.65,13.64,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,UR,hospital,758,location,36703,5766,NA,0.671,67.10000000000001,75.2,2.07,15.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,UR,hospital,461,location,36703,6227,NA,0.568,56.8,73.4,1.26,16.97,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,UR,hospital,539,location,36703,6766,NA,0.617,61.7,72.3,1.47,18.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,UR,hospital,987,location,36703,7753,NA,0.715,71.5,72.2,2.69,21.12,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,UR,hospital,555,location,36703,8308,NA,0.47,47,69.69999999999999,1.51,22.64,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,UR,hospital,1082,location,36703,9390,NA,0.706,70.6,69.8,2.95,25.58,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,UR,hospital,2330,location,36703,11720,NA,0.832,83.2,72.1,6.35,31.93,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,UR,hospital,1099,location,36703,12819,NA,0.788,78.8,72.7,2.99,34.93,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,UR,hospital,1811,location,36703,14630,NA,0.748,74.8,72.89999999999999,4.93,39.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,UR,hospital,1036,location,36703,15666,NA,0.697,69.69999999999999,72.7,2.82,42.68,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,UR,hospital,2957,location,36703,18623,NA,0.914,91.4,75.1,8.06,50.74,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,UR,hospital,1847,location,36703,20470,NA,0.902,90.2,76.3,5.03,55.77,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,UR,hospital,1830,location,36703,22300,NA,0.862,86.2,77,4.99,60.76,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,UR,hospital,876,location,36703,23176,NA,0.895,89.5,77.4,2.39,63.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,UR,hospital,1469,location,36703,24645,NA,0.933,93.30000000000001,78.2,4,67.15,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,UR,hospital,1199,location,36703,25844,NA,0.946,94.6,78.9,3.27,70.41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,UR,hospital,592,location,36703,26436,NA,0.924,92.4,79.10000000000001,1.61,72.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,UR,hospital,353,location,36703,26789,NA,1,100,79.3,0.96,72.99,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,UR,hospital,372,location,36703,27161,NA,1,100,79.60000000000001,1.01,74,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,UR,hospital,376,location,36703,27537,NA,1,100,79.80000000000001,1.02,75.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,UR,hospital,479,location,36703,28016,NA,1,100,80.10000000000001,1.31,76.33,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,UR,hospital,359,location,36703,28375,NA,0.97,97,80.2,0.98,77.31,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,UR,hospital,852,location,36703,29227,NA,0.987,98.7,80.7,2.32,79.63,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,UR,hospital,717,location,36703,29944,NA,1,100,81,1.95,81.58,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,UR,hospital,1003,location,36703,30947,NA,0.996,99.6,81.5,2.73,84.32,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,UR,hospital,870,location,36703,31817,NA,0.884,88.4,81.69999999999999,2.37,86.69,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,UR,hospital,893,location,36703,32710,NA,0.92,92,82,2.43,89.12,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,UR,hospital,853,location,36703,33563,NA,0.965,96.5,82.3,2.32,91.44,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,UR,hospital,869,location,36703,34432,NA,0.991,99.1,82.6,2.37,93.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,UR,other,0,location,36703,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,UR,other,0,location,36703,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,UR,other,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,UR,other,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,UR,other,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,UR,other,0,location,36703,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,UR,other,1,location,36703,1,NA,0.001,0.1,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,UR,other,2,location,36703,3,NA,0.003,0.3,0.1,0.01,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,UR,other,1,location,36703,4,NA,0.002,0.2,0.1,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,UR,other,0,location,36703,4,NA,0,0,0.1,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,UR,other,0,location,36703,4,NA,0,0,0.1,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,UR,other,3,location,36703,7,NA,0.004,0.4,0.1,0.01,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,UR,other,0,location,36703,7,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,UR,other,0,location,36703,7,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,UR,other,0,location,36703,7,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,UR,other,0,location,36703,7,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,UR,other,0,location,36703,7,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,UR,other,0,location,36703,7,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,UR,other,0,location,36703,7,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,UR,other,0,location,36703,7,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,VD,vaccination_centre,0,location,805098,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,VD,vaccination_centre,11,location,805098,11,NA,0.116,11.600000000000001,11.600000000000001,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,VD,vaccination_centre,67,location,805098,78,NA,0.245,24.5,21.2,0.01,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,VD,vaccination_centre,4009,location,805098,4087,NA,0.755,75.5,72,0.5,0.51,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,VD,vaccination_centre,6165,location,805098,10252,NA,0.607,60.699999999999996,64.7,0.77,1.27,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,VD,vaccination_centre,8097,location,805098,18349,NA,0.693,69.3,66.7,1.01,2.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,VD,vaccination_centre,7972,location,805098,26321,NA,0.67,67,66.8,0.99,3.27,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,VD,vaccination_centre,10914,location,805098,37235,NA,0.702,70.19999999999999,67.7,1.36,4.62,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,VD,vaccination_centre,11351,location,805098,48586,NA,0.877,87.7,71.5,1.41,6.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,VD,vaccination_centre,9116,location,805098,57702,NA,0.752,75.2,72.1,1.13,7.17,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,VD,vaccination_centre,7970,location,805098,65672,NA,0.693,69.3,71.7,0.99,8.16,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,VD,vaccination_centre,7483,location,805098,73155,NA,0.701,70.1,71.6,0.93,9.09,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,VD,vaccination_centre,14009,location,805098,87164,NA,0.764,76.4,72.3,1.74,10.83,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,VD,vaccination_centre,15331,location,805098,102495,NA,0.784,78.4,73.1,1.9,12.73,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
