geoRegion,datum,entries,sumTotal,timeframe_7d,offset_last7d,sumTotal_last7d,timeframe_14d,offset_last14d,sumTotal_last14d,timeframe_28d,offset_last28d,sumTotal_last28d,timeframe_phase2,offset_Phase2,sumTotal_Phase2,timeframe_phase2b,offset_Phase2b,sumTotal_Phase2b,timeframe_phase3,offset_Phase3,sumTotal_Phase3,timeframe_vacc_info,offset_vacc_info,sumTotal_vacc_info,timeframe_phase4,offset_Phase4,sumTotal_Phase4,sum7d,sum14d,mean7d,mean14d,timeframe_all,entries_diff_last_age,pop,inz_entries,inzmean7d,inzmean14d,inzsumTotal,inzsumTotal_last7d,inzsumTotal_last14d,inzsumTotal_last28d,inzsumTotal_Phase2,inzsumTotal_Phase2b,inzsumTotal_Phase3,inzsumTotal_Phase4,inzsum7d,inzsum14d,sumdelta7d,inzdelta7d,type,type_variant,version,datum_unit,entries_letzter_stand,entries_neu_gemeldet,entries_diff_last
CH,2020-04-10,52,1027,FALSE,10674,0,FALSE,10645,0,FALSE,10565,0,FALSE,1725,0,FALSE,1829,0,FALSE,9468,0,FALSE,9006,0,FALSE,10350,0,368,749,47,45.29,TRUE,3,8606033,0.6,0.55,0.53,11.93,NA,NA,NA,NA,NA,NA,NA,4.28,8.7,-5,-0.04999999999999982,COVID19Death,,2021-10-11_08-00-56,day,52,0,8
CH,2020-04-11,45,1072,FALSE,10674,0,FALSE,10645,0,FALSE,10565,0,FALSE,1725,0,FALSE,1829,0,FALSE,9468,0,FALSE,9006,0,FALSE,10350,0,358,737,44.14,43.79,TRUE,3,8606033,0.52,0.51,0.51,12.46,NA,NA,NA,NA,NA,NA,NA,4.16,8.56,-10,-0.1200000000000001,COVID19Death,,2021-10-11_08-00-56,day,45,0,8
CH,2020-04-12,36,1108,FALSE,10674,0,FALSE,10645,0,FALSE,10565,0,FALSE,1725,0,FALSE,1829,0,FALSE,9468,0,FALSE,9006,0,FALSE,10350,0,343,728,41.29,41.71,TRUE,3,8606033,0.42,0.48,0.48,12.87,NA,NA,NA,NA,NA,NA,NA,3.99,8.46,-15,-0.16999999999999993,COVID19Death,,2021-10-11_08-00-56,day,36,0,8
CH,2020-04-13,36,1144,FALSE,10674,0,FALSE,10645,0,FALSE,10565,0,FALSE,1725,0,FALSE,1829,0,FALSE,9468,0,FALSE,9006,0,FALSE,10350,0,329,706,40.29,40.86,TRUE,3,8606033,0.42,0.47,0.47,13.29,NA,NA,NA,NA,NA,NA,NA,3.82,8.2,-14,-0.17000000000000037,COVID19Death,,2021-10-11_08-00-56,day,36,0,8
CH,2020-04-14,37,1181,FALSE,10674,0,FALSE,10645,0,FALSE,10565,0,FALSE,1725,0,FALSE,1829,0,FALSE,9468,0,FALSE,9006,0,FALSE,10350,0,309,699,38,39.14,TRUE,3,8606033,0.43,0.44,0.45,13.72,NA,NA,NA,NA,NA,NA,NA,3.59,8.12,-20,-0.22999999999999998,COVID19Death,,2021-10-11_08-00-56,day,37,0,8
CH,2020-04-15,38,1219,FALSE,10674,0,FALSE,10645,0,FALSE,10565,0,FALSE,1725,0,FALSE,1829,0,FALSE,9468,0,FALSE,9006,0,FALSE,10350,0,289,678,36.43,36.93,TRUE,3,8606033,0.44,0.42,0.43,14.16,NA,NA,NA,NA,NA,NA,NA,3.36,7.88,-20,-0.22999999999999998,COVID19Death,,2021-10-11_08-00-56,day,38,0,8
CH,2020-04-16,38,1257,FALSE,10674,0,FALSE,10645,0,FALSE,10565,0,FALSE,1725,0,FALSE,1829,0,FALSE,9468,0,FALSE,9006,0,FALSE,10350,0,282,655,34.43,35.93,TRUE,3,8606033,0.44,0.4,0.42,14.61,NA,NA,NA,NA,NA,NA,NA,3.28,7.61,-7,-0.08000000000000007,COVID19Death,,2021-10-11_08-00-56,day,38,0,8
CH,2020-04-17,36,1293,FALSE,10674,0,FALSE,10645,0,FALSE,10565,0,FALSE,1725,0,FALSE,1829,0,FALSE,9468,0,FALSE,9006,0,FALSE,10350,0,266,634,34.71,34.14,TRUE,3,8606033,0.42,0.4,0.4,15.02,NA,NA,NA,NA,NA,NA,NA,3.09,7.37,-16,-0.18999999999999995,COVID19Death,,2021-10-11_08-00-56,day,36,0,8
CH,2020-04-18,34,1327,FALSE,10674,0,FALSE,10645,0,FALSE,10565,0,FALSE,1725,0,FALSE,1829,0,FALSE,9468,0,FALSE,9006,0,FALSE,10350,0,255,613,34.14,32.71,TRUE,3,8606033,0.4,0.4,0.38,15.42,NA,NA,NA,NA,NA,NA,NA,2.96,7.12,-11,-0.1299999999999999,COVID19Death,,2021-10-11_08-00-56,day,34,0,8
CH,2020-04-19,22,1349,FALSE,10674,0,FALSE,10645,0,FALSE,10565,0,FALSE,1725,0,FALSE,1829,0,FALSE,9468,0,FALSE,9006,0,FALSE,10350,0,241,584,32.57,31.07,TRUE,3,8606033,0.26,0.38,0.36,15.68,NA,NA,NA,NA,NA,NA,NA,2.8,6.79,-14,-0.16000000000000014,COVID19Death,,2021-10-11_08-00-56,day,22,0,8
CH,2020-04-20,38,1387,FALSE,10674,0,FALSE,10645,0,FALSE,10565,0,FALSE,1725,0,FALSE,1829,0,FALSE,9468,0,FALSE,9006,0,FALSE,10350,0,243,572,31.57,30.14,TRUE,3,8606033,0.44,0.37,0.35,16.12,NA,NA,NA,NA,NA,NA,NA,2.82,6.65,2,0.020000000000000018,COVID19Death,,2021-10-11_08-00-56,day,38,0,8
CH,2020-04-21,33,1420,FALSE,10674,0,FALSE,10645,0,FALSE,10565,0,FALSE,1725,0,FALSE,1829,0,FALSE,9468,0,FALSE,9006,0,FALSE,10350,0,239,548,30.29,28.36,TRUE,3,8606033,0.38,0.35,0.33,16.5,NA,NA,NA,NA,NA,NA,NA,2.78,6.37,-4,-0.040000000000000036,COVID19Death,,2021-10-11_08-00-56,day,33,0,8
CH,2020-04-22,27,1447,FALSE,10674,0,FALSE,10645,0,FALSE,10565,0,FALSE,1725,0,FALSE,1829,0,FALSE,9468,0,FALSE,9006,0,FALSE,10350,0,228,517,29,26.43,TRUE,3,8606033,0.31,0.34,0.31,16.81,NA,NA,NA,NA,NA,NA,NA,2.65,6.01,-11,-0.1299999999999999,COVID19Death,,2021-10-11_08-00-56,day,27,0,8
CH,2020-04-23,31,1478,FALSE,10674,0,FALSE,10645,0,FALSE,10565,0,FALSE,1725,0,FALSE,1829,0,FALSE,9468,0,FALSE,9006,0,FALSE,10350,0,221,503,27.71,24.86,TRUE,3,8606033,0.36,0.32,0.29,17.17,NA,NA,NA,NA,NA,NA,NA,2.57,5.84,-7,-0.08000000000000007,COVID19Death,,2021-10-11_08-00-56,day,31,0,8
