geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,freq,prct,anteil_pos,anteil_pos_diff,anteil_pos_all,pop,inz_entries,inzsumTotal,entries_diff_abs,entries_diff_inz,prct_diff,entries_diff_pct,type,version,datum_unit,datum_dboardformated,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_28d,timeframe_14d,nachweismethode,type_variant
CHFL,202130,69973,5141,64832,6933690,1,100,7.3,1.2000000000000002,9.6,8644780,809.42,80206.67,-8192,-94.77,0,-10.5,COVID19Test,2021-10-11_08-00-56,isoweek,2021-30,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,NA
CHFL,202131,63880,1488,62392,2250631,1,100,2.3,0.8999999999999999,5.2,8644780,738.94,26034.57,-10214,-118.16,0,-13.8,COVID19Test,2021-10-11_08-00-56,isoweek,2021-31,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202131,66466,7207,59259,7000156,1,100,10.8,3.500000000000001,9.6,8644780,768.86,80975.53,-3507,-40.56,0,-5,COVID19Test,2021-10-11_08-00-56,isoweek,2021-31,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,NA
CHFL,202132,63450,2691,60759,2314081,1,100,4.2,1.9000000000000004,5.2,8644780,733.97,26768.54,-430,-4.97,0,-0.7,COVID19Test,2021-10-11_08-00-56,isoweek,2021-32,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202132,76551,13424,63127,7076707,1,100,17.5,6.699999999999999,9.7,8644780,885.52,81861.04,10085,116.66,0,15.2,COVID19Test,2021-10-11_08-00-56,isoweek,2021-32,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,NA
CHFL,202133,66705,3090,63615,2380786,1,100,4.6,0.39999999999999947,5.1,8644780,771.62,27540.16,3255,37.65,0,5.1,COVID19Test,2021-10-11_08-00-56,isoweek,2021-33,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202133,96186,17605,78581,7172893,1,100,18.3,0.8000000000000007,9.8,8644780,1112.65,82973.69,19635,227.13,0,25.6,COVID19Test,2021-10-11_08-00-56,isoweek,2021-33,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,NA
CHFL,202134,75100,2906,72194,2455886,1,100,3.9,-0.6999999999999997,5.1,8644780,868.73,28408.89,8395,97.11,0,12.6,COVID19Test,2021-10-11_08-00-56,isoweek,2021-34,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202134,116464,17794,98670,7289357,1,100,15.3,-3,9.9,8644780,1347.22,84320.91,20278,234.57,0,21.1,COVID19Test,2021-10-11_08-00-56,isoweek,2021-34,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,NA
CHFL,202135,90445,2737,87708,2546331,1,100,3,-0.8999999999999999,5,8644780,1046.24,29455.13,15345,177.51,0,20.4,COVID19Test,2021-10-11_08-00-56,isoweek,2021-35,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202135,135007,18590,116417,7424364,1,100,13.8,-1.5,10,8644780,1561.72,85882.63,18543,214.5,0,15.9,COVID19Test,2021-10-11_08-00-56,isoweek,2021-35,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,NA
CHFL,202136,90512,2484,88028,2636843,1,100,2.7,-0.2999999999999998,4.9,8644780,1047.01,30502.14,67,0.77,0,0.1,COVID19Test,2021-10-11_08-00-56,isoweek,2021-36,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Antigen_Schnelltest,NA
CHFL,202136,146875,18652,128223,7571239,1,100,12.7,-1.1000000000000014,10,8644780,1699,87581.63,11868,137.28,0,8.8,COVID19Test,2021-10-11_08-00-56,isoweek,2021-36,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,PCR,NA
CHFL,202137,126815,1699,125116,2763658,1,100,1.3,-1.4000000000000001,4.8,8644780,1466.95,31969.1,36303,419.94,0,40.1,COVID19Test,2021-10-11_08-00-56,isoweek,2021-37,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Antigen_Schnelltest,NA
CHFL,202137,140209,13237,126972,7711448,1,100,9.4,-3.299999999999999,10,8644780,1621.89,89203.52,-6666,-77.11,0,-4.5,COVID19Test,2021-10-11_08-00-56,isoweek,2021-37,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,PCR,NA
CHFL,202138,131479,1262,130217,2895137,1,100,1,-0.30000000000000004,4.6,8644780,1520.91,33490,4664,53.96,0,3.7,COVID19Test,2021-10-11_08-00-56,isoweek,2021-38,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Antigen_Schnelltest,NA
CHFL,202138,126188,9486,116702,7837636,1,100,7.5,-1.9000000000000004,10,8644780,1459.7,90663.22,-14021,-162.19,0,-10,COVID19Test,2021-10-11_08-00-56,isoweek,2021-38,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PCR,NA
CHFL,202139,130137,1088,129049,3025274,1,100,0.8,-0.19999999999999996,4.4,8644780,1505.38,34995.38,-1342,-15.53,0,-1,COVID19Test,2021-10-11_08-00-56,isoweek,2021-39,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Antigen_Schnelltest,NA
CHFL,202139,122334,7928,114406,7959970,1,100,6.5,-1,9.9,8644780,1415.12,92078.34,-3854,-44.58,0,-3.1,COVID19Test,2021-10-11_08-00-56,isoweek,2021-39,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PCR,NA
CHFL,202140,121584,1045,120539,3146858,1,100,0.9,0.09999999999999998,4.3,8644780,1406.44,36401.83,-8553,-98.94,0,-6.6,COVID19Test,2021-10-11_08-00-56,isoweek,2021-40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202140,105335,6499,98836,8065305,1,100,6.2,-0.2999999999999998,9.9,8644780,1218.48,93296.82,-16999,-196.64,0,-13.9,COVID19Test,2021-10-11_08-00-56,isoweek,2021-40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CH,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202022,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202022,26341,205,26136,26341,1,100,0.8,NA,0.8,8606033,306.08,306.08,26341,306.08,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202023,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202023,25652,154,25498,51993,1,100,0.6,-0.20000000000000007,0.7,8606033,298.07,604.15,-689,-8.01,0,-2.6,COVID19Test,2021-10-11_08-00-56,isoweek,2020-23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202024,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202024,35718,221,35497,87711,1,100,0.6,0,0.7,8606033,415.03,1019.18,10066,116.96,0,39.2,COVID19Test,2021-10-11_08-00-56,isoweek,2020-24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202025,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202025,48257,203,48054,135968,1,100,0.4,-0.19999999999999996,0.6,8606033,560.73,1579.91,12539,145.7,0,35.1,COVID19Test,2021-10-11_08-00-56,isoweek,2020-25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202026,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202026,57314,393,56921,193282,1,100,0.7,0.29999999999999993,0.6,8606033,665.97,2245.89,9057,105.24,0,18.8,COVID19Test,2021-10-11_08-00-56,isoweek,2020-26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202027,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202027,69895,751,69144,263177,1,100,1.1,0.40000000000000013,0.7,8606033,812.16,3058.05,12581,146.19,0,22,COVID19Test,2021-10-11_08-00-56,isoweek,2020-27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202028,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202028,49433,765,48668,312610,1,100,1.5,0.3999999999999999,0.9,8606033,574.4,3632.45,-20462,-237.76,0,-29.3,COVID19Test,2021-10-11_08-00-56,isoweek,2020-28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202029,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202029,42569,841,41728,355179,1,100,2,0.5,1,8606033,494.64,4127.09,-6864,-79.76,0,-13.9,COVID19Test,2021-10-11_08-00-56,isoweek,2020-29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202030,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202030,35529,921,34608,390708,1,100,2.6,0.6000000000000001,1.1,8606033,412.84,4539.93,-7040,-81.8,0,-16.5,COVID19Test,2021-10-11_08-00-56,isoweek,2020-30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202031,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-31,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202031,37358,1311,36047,428066,1,100,3.5,0.8999999999999999,1.3,8606033,434.09,4974.02,1829,21.25,0,5.1,COVID19Test,2021-10-11_08-00-56,isoweek,2020-31,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202032,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202032,38689,1267,37422,466755,1,100,3.3,-0.20000000000000018,1.5,8606033,449.56,5423.58,1331,15.47,0,3.6,COVID19Test,2021-10-11_08-00-56,isoweek,2020-32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202033,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202033,41690,1693,39997,508445,1,100,4.1,0.7999999999999998,1.7,8606033,484.43,5908.01,3001,34.87,0,7.8,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202034,57494,2083,55411,565939,1,100,3.6,-0.49999999999999956,1.9,8606033,668.07,6576.07,15804,183.64,0,37.9,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
