geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,freq,prct,anteil_pos,anteil_pos_diff,anteil_pos_all,pop,inz_entries,inzsumTotal,entries_diff_abs,entries_diff_inz,prct_diff,entries_diff_pct,type,version,datum_unit,datum_dboardformated,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_28d,timeframe_14d,nachweismethode,type_variant
SO,202033,NA,NA,NA,NA,NA,NA,NA,NA,NA,275247,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
SZ,202033,NA,NA,NA,NA,NA,NA,NA,NA,NA,160480,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
TG,202033,NA,NA,NA,NA,NA,NA,NA,NA,NA,279547,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
TI,202033,NA,NA,NA,NA,NA,NA,NA,NA,NA,351491,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
UR,202033,NA,NA,NA,NA,NA,NA,NA,NA,NA,36703,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
VD,202033,NA,NA,NA,NA,NA,NA,NA,NA,NA,805098,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
VS,202033,NA,NA,NA,NA,NA,NA,NA,NA,NA,345525,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
ZG,202033,NA,NA,NA,NA,NA,NA,NA,NA,NA,127642,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
ZH,202033,NA,NA,NA,NA,NA,NA,NA,NA,NA,1539275,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
AG,202033,2975,134,2841,34673,1,100,4.5,1,2.1,685845,433.77,5055.52,472,68.82,0,18.9,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
AI,202033,60,0,60,575,1,100,0,0,0.2,16128,372.02,3565.23,25,155.01,0,71.4,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
AR,202033,223,9,214,2314,1,100,4,3.4,1,55445,402.2,4173.51,49,88.38,0,28.2,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
BE,202033,4244,110,4134,50636,1,100,2.6,0.8,1,1039474,408.28,4871.31,231,22.22,0,5.8,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
BL,202033,1303,31,1272,16526,1,100,2.4,1.0999999999999999,0.9,289468,450.14,5709.09,82,28.33,0,6.7,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
BS,202033,1288,62,1226,13713,1,100,4.8,2.3,1.4,195844,657.67,7002,173,88.34,0,15.5,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
FL,202033,430,8,422,3848,1,100,1.9,1.9,0.4,38747,1109.76,9931.09,240,619.4,0,126.3,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
FR,202033,993,41,952,16763,1,100,4.1,1.0999999999999996,1.7,321783,308.59,5209.41,-2,-0.62,0,-0.2,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
GE,202033,4020,306,3714,43824,1,100,7.6,1.2999999999999998,3.4,504128,797.42,8693.03,-649,-128.73,0,-13.9,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
GL,202033,143,5,138,1444,1,100,3.5,-1.9000000000000004,1.7,40590,352.3,3557.53,51,125.64,0,55.4,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
GR,202033,811,16,795,9150,1,100,2,0.8,1.5,199021,407.49,4597.5,11,5.52,0,1.4,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
JU,202033,274,3,271,4308,1,100,1.1,0.7000000000000001,1.5,73584,372.36,5854.53,-11,-14.95,0,-3.9,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
LU,202033,1648,67,1581,18512,1,100,4.1,0.7999999999999998,1.6,413120,398.92,4481.02,204,49.38,0,14.1,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
NE,202033,642,27,615,10400,1,100,4.2,2.4000000000000004,1,176496,363.75,5892.48,46,26.07,0,7.7,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
NW,202033,116,0,116,1672,1,100,0,-1.4,0.5,43087,269.22,3880.52,-28,-64.99,0,-19.4,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
OW,202033,84,0,84,1471,1,100,0,-2.8,1,37930,221.46,3878.2,-22,-58,0,-20.8,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
SG,202033,2242,69,2173,24370,1,100,3.1,-0.19999999999999973,1.5,510734,438.98,4771.56,382,74.8,0,20.5,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
SH,202033,420,20,400,4113,1,100,4.8,-0.40000000000000036,2.4,82348,510.03,4994.66,58,70.43,0,16,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
SO,202033,1176,62,1114,13200,1,100,5.3,2.0999999999999996,1.6,275247,427.25,4795.69,235,85.38,0,25,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
SZ,202033,695,19,676,8111,1,100,2.7,-0.2999999999999998,1.9,160480,433.08,5054.21,52,32.41,0,8.1,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
TG,202033,1208,32,1176,12628,1,100,2.6,0.30000000000000027,1.3,279547,432.13,4517.31,143,51.16,0,13.4,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
TI,202033,1094,17,1077,15493,1,100,1.6,0.40000000000000013,1.3,351491,311.25,4407.79,-107,-30.44,0,-8.9,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
UR,202033,136,9,127,1339,1,100,6.6,6.6,2.6,36703,370.54,3648.2,52,141.68,0,61.9,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
VD,202033,4749,201,4548,66361,1,100,4.2,0.9000000000000004,1.7,805098,589.87,8242.6,86,10.69,0,1.8,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
VS,202033,1235,52,1183,15612,1,100,4.2,0.7000000000000002,2.1,345525,357.43,4518.34,-29,-8.39,0,-2.3,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
ZG,202033,558,15,543,7440,1,100,2.7,0.8000000000000003,1.7,127642,437.16,5828.8,35,27.42,0,6.7,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
ZH,202033,9353,386,8967,113797,1,100,4.1,0.49999999999999956,1.6,1539275,607.62,7392.9,1462,94.98,0,18.5,COVID19Test,2021-10-11_08-00-56,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
AG,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,685845,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
AI,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,16128,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
AR,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,55445,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
BE,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039474,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
BL,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,289468,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
BS,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,195844,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
FL,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,38747,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
FR,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,321783,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
GE,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,504128,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
GL,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,40590,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
GR,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,199021,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
JU,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,73584,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
LU,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,413120,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
NE,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,176496,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
NW,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,43087,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
OW,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,37930,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
SG,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,510734,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
SH,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,82348,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
SO,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,275247,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
SZ,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,160480,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
TG,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,279547,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
TI,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,351491,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
UR,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,36703,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
VD,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,805098,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
VS,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,345525,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
ZG,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,127642,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
ZH,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,1539275,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
AG,202034,4133,151,3982,38806,1,100,3.7,-0.7999999999999998,2.2,685845,602.61,5658.13,1158,168.84,0,38.9,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
AI,202034,72,0,72,647,1,100,0,0,0.2,16128,446.43,4011.66,12,74.41,0,20,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
AR,202034,339,7,332,2653,1,100,2.1,-1.9,1.1,55445,611.42,4784.92,116,209.22,0,52,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
BE,202034,6036,98,5938,56672,1,100,1.6,-1,1.1,1039474,580.68,5451.99,1792,172.4,0,42.2,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
BL,202034,2151,33,2118,18677,1,100,1.5,-0.8999999999999999,0.9,289468,743.09,6452.18,848,292.95,0,65.1,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
BS,202034,1959,47,1912,15672,1,100,2.4,-2.4,1.6,195844,1000.29,8002.29,671,342.62,0,52.1,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
FL,202034,324,4,320,4172,1,100,1.2,-0.7,0.4,38747,836.19,10767.29,-106,-273.57,0,-24.7,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
FR,202034,1984,137,1847,18747,1,100,6.9,2.8000000000000007,2.3,321783,616.56,5825.98,991,307.97,0,99.8,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
GE,202034,4813,329,4484,48637,1,100,6.8,-0.7999999999999998,3.8,504128,954.72,9647.75,793,157.3,0,19.7,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
GL,202034,235,12,223,1679,1,100,5.1,1.5999999999999996,2.1,40590,578.96,4136.49,92,226.66,0,64.3,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
GR,202034,1189,27,1162,10339,1,100,2.3,0.2999999999999998,1.6,199021,597.42,5194.93,378,189.93,0,46.6,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
JU,202034,350,4,346,4658,1,100,1.1,0,1.5,73584,475.65,6330.18,76,103.29,0,27.7,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
LU,202034,1956,34,1922,20468,1,100,1.7,-2.3999999999999995,1.6,413120,473.47,4954.49,308,74.55,0,18.7,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
NE,202034,817,24,793,11217,1,100,2.9,-1.3000000000000003,1.2,176496,462.9,6355.38,175,99.15,0,27.3,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
NW,202034,150,0,150,1822,1,100,0,0,0.4,43087,348.13,4228.65,34,78.91,0,29.3,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
OW,202034,154,8,146,1625,1,100,5.2,5.2,1.4,37930,406.01,4284.21,70,184.55,0,83.3,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
SG,202034,2976,81,2895,27346,1,100,2.7,-0.3999999999999999,1.6,510734,582.69,5354.25,734,143.71,0,32.7,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
SH,202034,488,6,482,4601,1,100,1.2,-3.5999999999999996,2.3,82348,592.61,5587.26,68,82.58,0,16.2,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
SO,202034,1917,40,1877,15117,1,100,2.1,-3.1999999999999997,1.7,275247,696.47,5492.16,741,269.22,0,63,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
SZ,202034,951,31,920,9062,1,100,3.3,0.5999999999999996,2.1,160480,592.6,5646.81,256,159.52,0,36.8,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
TG,202034,1486,29,1457,14114,1,100,2,-0.6000000000000001,1.3,279547,531.57,5048.88,278,99.44,0,23,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
TI,202034,1715,47,1668,17208,1,100,2.7,1.1,1.5,351491,487.92,4895.72,621,176.67,0,56.8,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
UR,202034,143,6,137,1482,1,100,4.2,-2.3999999999999995,2.8,36703,389.61,4037.82,7,19.07,0,5.1,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
VD,202034,6929,376,6553,73290,1,100,5.4,1.2000000000000002,2.1,805098,860.64,9103.24,2180,270.77,0,45.9,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
VS,202034,1778,67,1711,17390,1,100,3.8,-0.40000000000000036,2.3,345525,514.58,5032.92,543,157.15,0,44,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
ZG,202034,685,22,663,8125,1,100,3.2,0.5,1.9,127642,536.66,6365.46,127,99.5,0,22.8,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
ZH,202034,12088,467,11621,125885,1,100,3.9,-0.19999999999999973,1.9,1539275,785.3,8178.2,2735,177.68,0,29.2,COVID19Test,2021-10-11_08-00-56,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
AG,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,685845,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
AI,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,16128,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
AR,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,55445,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
BE,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039474,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
BL,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,289468,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
BS,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,195844,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
FL,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,38747,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
FR,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,321783,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
GE,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,504128,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
GL,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,40590,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
GR,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,199021,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
JU,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,73584,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
LU,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,413120,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
NE,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,176496,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
NW,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,43087,NA,NA,NA,NA,NA,NA,COVID19Test,2021-10-11_08-00-56,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
