date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202107,20 - 29,not_vaccinated,3,19,1035944,0.29,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,20 - 29,unknown,1107,4810,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,30 - 39,fully_vaccinated,0,0,8027,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,30 - 39,partially_vaccinated,0,1,13595,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,30 - 39,not_vaccinated,4,20,1212521,0.33,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,30 - 39,unknown,1176,5461,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,40 - 49,fully_vaccinated,0,0,10902,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,40 - 49,partially_vaccinated,1,2,18995,5.26,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,40 - 49,not_vaccinated,10,30,1173927,0.85,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,40 - 49,unknown,1158,5333,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,50 - 59,fully_vaccinated,0,0,16151,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,50 - 59,partially_vaccinated,2,3,32165,6.22,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,50 - 59,not_vaccinated,21,68,1250593,1.68,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,50 - 59,unknown,1067,4731,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,60 - 69,fully_vaccinated,2,2,15265,13.1,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
