date,geoRegion,altersklasse_covid19,entries,type_variant,age_group_type,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202124,NW,30 - 39,274,altersklasse_covid19,age_group_AKL10,5460,2190,5.02,40.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.14,14.000000000000002
202125,NW,30 - 39,350,altersklasse_covid19,age_group_AKL10,5460,2540,6.41,46.52,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.141,14.099999999999998
202126,NW,30 - 39,627,altersklasse_covid19,age_group_AKL10,5460,3167,11.48,58,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.23,23
202127,NW,30 - 39,418,altersklasse_covid19,age_group_AKL10,5460,3585,7.66,65.66,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.225,22.5
202128,NW,30 - 39,344,altersklasse_covid19,age_group_AKL10,5460,3929,6.3,71.96,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.262,26.200000000000003
202129,NW,30 - 39,225,altersklasse_covid19,age_group_AKL10,5460,4154,4.12,76.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.234,23.400000000000002
202130,NW,30 - 39,381,altersklasse_covid19,age_group_AKL10,5460,4535,6.98,83.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.266,26.6
202131,NW,30 - 39,230,altersklasse_covid19,age_group_AKL10,5460,4765,4.21,87.27,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.225,22.5
202132,NW,30 - 39,138,altersklasse_covid19,age_group_AKL10,5460,4903,2.53,89.8,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.232,23.200000000000003
202133,NW,30 - 39,103,altersklasse_covid19,age_group_AKL10,5460,5006,1.89,91.68,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.215,21.5
202134,NW,30 - 39,222,altersklasse_covid19,age_group_AKL10,5460,5228,4.07,95.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.195,19.5
202135,NW,30 - 39,118,altersklasse_covid19,age_group_AKL10,5460,5346,2.16,97.91,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.174,17.4
202136,NW,30 - 39,168,altersklasse_covid19,age_group_AKL10,5460,5514,3.08,100.99,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.184,18.4
202137,NW,30 - 39,236,altersklasse_covid19,age_group_AKL10,5460,5750,4.32,105.31,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.205,20.5
202138,NW,30 - 39,216,altersklasse_covid19,age_group_AKL10,5460,5966,3.96,109.27,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.197,19.7
202139,NW,30 - 39,163,altersklasse_covid19,age_group_AKL10,5460,6129,2.99,112.25,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.183,18.3
202140,NW,30 - 39,109,altersklasse_covid19,age_group_AKL10,5460,6238,2,114.25,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.161,16.1
202052,NW,40 - 49,1,altersklasse_covid19,age_group_AKL10,5612,1,0.02,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.008,0.8
202053,NW,40 - 49,2,altersklasse_covid19,age_group_AKL10,5612,3,0.04,0.05,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.021,2.1
202101,NW,40 - 49,10,altersklasse_covid19,age_group_AKL10,5612,13,0.18,0.23,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.029,2.9000000000000004
202102,NW,40 - 49,55,altersklasse_covid19,age_group_AKL10,5612,68,0.98,1.21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.039,3.9
202103,NW,40 - 49,25,altersklasse_covid19,age_group_AKL10,5612,93,0.45,1.66,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.05,5
202104,NW,40 - 49,60,altersklasse_covid19,age_group_AKL10,5612,153,1.07,2.73,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.069,6.9
202105,NW,40 - 49,39,altersklasse_covid19,age_group_AKL10,5612,192,0.69,3.42,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.055,5.5
202106,NW,40 - 49,33,altersklasse_covid19,age_group_AKL10,5612,225,0.59,4.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.033,3.3000000000000003
202107,NW,40 - 49,5,altersklasse_covid19,age_group_AKL10,5612,230,0.09,4.1,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.021,2.1
202108,NW,40 - 49,70,altersklasse_covid19,age_group_AKL10,5612,300,1.25,5.35,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.087,8.7
202109,NW,40 - 49,26,altersklasse_covid19,age_group_AKL10,5612,326,0.46,5.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.049,4.9
202110,NW,40 - 49,59,altersklasse_covid19,age_group_AKL10,5612,385,1.05,6.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.16,16
202111,NW,40 - 49,19,altersklasse_covid19,age_group_AKL10,5612,404,0.34,7.2,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.057,5.7
202112,NW,40 - 49,22,altersklasse_covid19,age_group_AKL10,5612,426,0.39,7.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.029,2.9000000000000004
202113,NW,40 - 49,46,altersklasse_covid19,age_group_AKL10,5612,472,0.82,8.41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.053,5.3
202114,NW,40 - 49,22,altersklasse_covid19,age_group_AKL10,5612,494,0.39,8.8,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.03,3
202115,NW,40 - 49,97,altersklasse_covid19,age_group_AKL10,5612,591,1.73,10.53,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.058,5.800000000000001
202116,NW,40 - 49,74,altersklasse_covid19,age_group_AKL10,5612,665,1.32,11.85,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.06,6
202117,NW,40 - 49,70,altersklasse_covid19,age_group_AKL10,5612,735,1.25,13.1,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.038,3.8
202118,NW,40 - 49,228,altersklasse_covid19,age_group_AKL10,5612,963,4.06,17.16,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.091,9.1
202119,NW,40 - 49,245,altersklasse_covid19,age_group_AKL10,5612,1208,4.37,21.53,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.107,10.7
202120,NW,40 - 49,194,altersklasse_covid19,age_group_AKL10,5612,1402,3.46,24.98,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.081,8.1
202121,NW,40 - 49,578,altersklasse_covid19,age_group_AKL10,5612,1980,10.3,35.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.208,20.8
202122,NW,40 - 49,505,altersklasse_covid19,age_group_AKL10,5612,2485,9,44.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.187,18.7
202123,NW,40 - 49,547,altersklasse_covid19,age_group_AKL10,5612,3032,9.75,54.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.186,18.6
202124,NW,40 - 49,291,altersklasse_covid19,age_group_AKL10,5612,3323,5.19,59.21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.149,14.899999999999999
202125,NW,40 - 49,692,altersklasse_covid19,age_group_AKL10,5612,4015,12.33,71.54,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.279,27.900000000000002
202126,NW,40 - 49,611,altersklasse_covid19,age_group_AKL10,5612,4626,10.89,82.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.224,22.400000000000002
202127,NW,40 - 49,384,altersklasse_covid19,age_group_AKL10,5612,5010,6.84,89.27,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.207,20.7
202128,NW,40 - 49,281,altersklasse_covid19,age_group_AKL10,5612,5291,5.01,94.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.214,21.4
202129,NW,40 - 49,198,altersklasse_covid19,age_group_AKL10,5612,5489,3.53,97.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.206,20.599999999999998
202130,NW,40 - 49,251,altersklasse_covid19,age_group_AKL10,5612,5740,4.47,102.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.175,17.5
202131,NW,40 - 49,196,altersklasse_covid19,age_group_AKL10,5612,5936,3.49,105.77,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.192,19.2
202132,NW,40 - 49,94,altersklasse_covid19,age_group_AKL10,5612,6030,1.67,107.45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.158,15.8
202133,NW,40 - 49,79,altersklasse_covid19,age_group_AKL10,5612,6109,1.41,108.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.165,16.5
202134,NW,40 - 49,228,altersklasse_covid19,age_group_AKL10,5612,6337,4.06,112.92,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.201,20.1
202135,NW,40 - 49,102,altersklasse_covid19,age_group_AKL10,5612,6439,1.82,114.74,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.15,15
202136,NW,40 - 49,142,altersklasse_covid19,age_group_AKL10,5612,6581,2.53,117.27,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.156,15.6
202137,NW,40 - 49,160,altersklasse_covid19,age_group_AKL10,5612,6741,2.85,120.12,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.139,13.900000000000002
202138,NW,40 - 49,204,altersklasse_covid19,age_group_AKL10,5612,6945,3.64,123.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.186,18.6
202139,NW,40 - 49,155,altersklasse_covid19,age_group_AKL10,5612,7100,2.76,126.51,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.174,17.4
202140,NW,40 - 49,94,altersklasse_covid19,age_group_AKL10,5612,7194,1.67,128.19,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.139,13.900000000000002
202052,NW,50 - 59,0,altersklasse_covid19,age_group_AKL10,7265,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202053,NW,50 - 59,6,altersklasse_covid19,age_group_AKL10,7265,6,0.08,0.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.064,6.4
202101,NW,50 - 59,12,altersklasse_covid19,age_group_AKL10,7265,18,0.17,0.25,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.035,3.5000000000000004
202102,NW,50 - 59,105,altersklasse_covid19,age_group_AKL10,7265,123,1.45,1.69,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.075,7.5
202103,NW,50 - 59,45,altersklasse_covid19,age_group_AKL10,7265,168,0.62,2.31,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.09,9
202104,NW,50 - 59,90,altersklasse_covid19,age_group_AKL10,7265,258,1.24,3.55,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.104,10.4
202105,NW,50 - 59,71,altersklasse_covid19,age_group_AKL10,7265,329,0.98,4.53,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.1,10
202106,NW,50 - 59,65,altersklasse_covid19,age_group_AKL10,7265,394,0.89,5.42,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.065,6.5
202107,NW,50 - 59,11,altersklasse_covid19,age_group_AKL10,7265,405,0.15,5.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.046,4.6
202108,NW,50 - 59,90,altersklasse_covid19,age_group_AKL10,7265,495,1.24,6.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.112,11.200000000000001
202109,NW,50 - 59,48,altersklasse_covid19,age_group_AKL10,7265,543,0.66,7.47,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.091,9.1
202110,NW,50 - 59,85,altersklasse_covid19,age_group_AKL10,7265,628,1.17,8.64,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.231,23.1
202111,NW,50 - 59,42,altersklasse_covid19,age_group_AKL10,7265,670,0.58,9.22,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.127,12.7
202112,NW,50 - 59,45,altersklasse_covid19,age_group_AKL10,7265,715,0.62,9.84,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.059,5.8999999999999995
202113,NW,50 - 59,79,altersklasse_covid19,age_group_AKL10,7265,794,1.09,10.93,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.091,9.1
202114,NW,50 - 59,52,altersklasse_covid19,age_group_AKL10,7265,846,0.72,11.64,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.072,7.199999999999999
202115,NW,50 - 59,182,altersklasse_covid19,age_group_AKL10,7265,1028,2.51,14.15,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.108,10.8
202116,NW,50 - 59,109,altersklasse_covid19,age_group_AKL10,7265,1137,1.5,15.65,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.088,8.799999999999999
202117,NW,50 - 59,176,altersklasse_covid19,age_group_AKL10,7265,1313,2.42,18.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.096,9.6
202118,NW,50 - 59,460,altersklasse_covid19,age_group_AKL10,7265,1773,6.33,24.4,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.184,18.4
202119,NW,50 - 59,510,altersklasse_covid19,age_group_AKL10,7265,2283,7.02,31.42,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.224,22.400000000000002
202120,NW,50 - 59,768,altersklasse_covid19,age_group_AKL10,7265,3051,10.57,42,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.319,31.900000000000002
202121,NW,50 - 59,791,altersklasse_covid19,age_group_AKL10,7265,3842,10.89,52.88,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.285,28.499999999999996
202122,NW,50 - 59,602,altersklasse_covid19,age_group_AKL10,7265,4444,8.29,61.17,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.223,22.3
202123,NW,50 - 59,779,altersklasse_covid19,age_group_AKL10,7265,5223,10.72,71.89,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.264,26.400000000000002
202124,NW,50 - 59,653,altersklasse_covid19,age_group_AKL10,7265,5876,8.99,80.88,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.334,33.4
202125,NW,50 - 59,783,altersklasse_covid19,age_group_AKL10,7265,6659,10.78,91.66,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.315,31.5
202126,NW,50 - 59,525,altersklasse_covid19,age_group_AKL10,7265,7184,7.23,98.89,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.192,19.2
202127,NW,50 - 59,381,altersklasse_covid19,age_group_AKL10,7265,7565,5.24,104.13,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.205,20.5
202128,NW,50 - 59,220,altersklasse_covid19,age_group_AKL10,7265,7785,3.03,107.16,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.167,16.7
202129,NW,50 - 59,155,altersklasse_covid19,age_group_AKL10,7265,7940,2.13,109.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.161,16.1
202130,NW,50 - 59,230,altersklasse_covid19,age_group_AKL10,7265,8170,3.17,112.46,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.16,16
202131,NW,50 - 59,193,altersklasse_covid19,age_group_AKL10,7265,8363,2.66,115.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.189,18.9
202132,NW,50 - 59,98,altersklasse_covid19,age_group_AKL10,7265,8461,1.35,116.46,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.164,16.400000000000002
202133,NW,50 - 59,85,altersklasse_covid19,age_group_AKL10,7265,8546,1.17,117.63,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.178,17.8
202134,NW,50 - 59,204,altersklasse_covid19,age_group_AKL10,7265,8750,2.81,120.44,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.179,17.9
202135,NW,50 - 59,126,altersklasse_covid19,age_group_AKL10,7265,8876,1.73,122.17,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.186,18.6
202136,NW,50 - 59,168,altersklasse_covid19,age_group_AKL10,7265,9044,2.31,124.49,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.184,18.4
202137,NW,50 - 59,169,altersklasse_covid19,age_group_AKL10,7265,9213,2.33,126.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.147,14.7
202138,NW,50 - 59,186,altersklasse_covid19,age_group_AKL10,7265,9399,2.56,129.37,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.17,17
202139,NW,50 - 59,175,altersklasse_covid19,age_group_AKL10,7265,9574,2.41,131.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.197,19.7
202140,NW,50 - 59,117,altersklasse_covid19,age_group_AKL10,7265,9691,1.61,133.39,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.173,17.299999999999997
202052,NW,60 - 69,10,altersklasse_covid19,age_group_AKL10,5645,10,0.18,0.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.085,8.5
202053,NW,60 - 69,11,altersklasse_covid19,age_group_AKL10,5645,21,0.19,0.37,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.117,11.700000000000001
202101,NW,60 - 69,28,altersklasse_covid19,age_group_AKL10,5645,49,0.5,0.87,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.082,8.200000000000001
202102,NW,60 - 69,189,altersklasse_covid19,age_group_AKL10,5645,238,3.35,4.22,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.135,13.5
202103,NW,60 - 69,56,altersklasse_covid19,age_group_AKL10,5645,294,0.99,5.21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.112,11.200000000000001
202104,NW,60 - 69,80,altersklasse_covid19,age_group_AKL10,5645,374,1.42,6.63,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.092,9.2
202105,NW,60 - 69,84,altersklasse_covid19,age_group_AKL10,5645,458,1.49,8.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.118,11.799999999999999
202106,NW,60 - 69,119,altersklasse_covid19,age_group_AKL10,5645,577,2.11,10.22,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.12,12
202107,NW,60 - 69,34,altersklasse_covid19,age_group_AKL10,5645,611,0.6,10.82,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.143,14.299999999999999
202108,NW,60 - 69,103,altersklasse_covid19,age_group_AKL10,5645,714,1.82,12.65,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.128,12.8
202109,NW,60 - 69,41,altersklasse_covid19,age_group_AKL10,5645,755,0.73,13.37,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.077,7.7
202110,NW,60 - 69,57,altersklasse_covid19,age_group_AKL10,5645,812,1.01,14.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.155,15.5
202111,NW,60 - 69,56,altersklasse_covid19,age_group_AKL10,5645,868,0.99,15.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.169,16.900000000000002
202112,NW,60 - 69,84,altersklasse_covid19,age_group_AKL10,5645,952,1.49,16.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.111,11.1
202113,NW,60 - 69,116,altersklasse_covid19,age_group_AKL10,5645,1068,2.05,18.92,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.133,13.3
202114,NW,60 - 69,148,altersklasse_covid19,age_group_AKL10,5645,1216,2.62,21.54,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.204,20.4
202115,NW,60 - 69,442,altersklasse_covid19,age_group_AKL10,5645,1658,7.83,29.37,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.263,26.3
202116,NW,60 - 69,352,altersklasse_covid19,age_group_AKL10,5645,2010,6.24,35.61,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.285,28.499999999999996
202117,NW,60 - 69,671,altersklasse_covid19,age_group_AKL10,5645,2681,11.89,47.49,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.367,36.7
202118,NW,60 - 69,806,altersklasse_covid19,age_group_AKL10,5645,3487,14.28,61.77,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.323,32.300000000000004
202119,NW,60 - 69,656,altersklasse_covid19,age_group_AKL10,5645,4143,11.62,73.39,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.288,28.799999999999997
202120,NW,60 - 69,869,altersklasse_covid19,age_group_AKL10,5645,5012,15.39,88.79,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.361,36.1
202121,NW,60 - 69,668,altersklasse_covid19,age_group_AKL10,5645,5680,11.83,100.62,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.241,24.099999999999998
202122,NW,60 - 69,656,altersklasse_covid19,age_group_AKL10,5645,6336,11.62,112.24,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.243,24.3
202123,NW,60 - 69,584,altersklasse_covid19,age_group_AKL10,5645,6920,10.35,122.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.198,19.8
202124,NW,60 - 69,455,altersklasse_covid19,age_group_AKL10,5645,7375,8.06,130.65,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.233,23.3
202125,NW,60 - 69,241,altersklasse_covid19,age_group_AKL10,5645,7616,4.27,134.92,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.097,9.700000000000001
202126,NW,60 - 69,261,altersklasse_covid19,age_group_AKL10,5645,7877,4.62,139.54,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.096,9.6
202127,NW,60 - 69,172,altersklasse_covid19,age_group_AKL10,5645,8049,3.05,142.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.093,9.3
202128,NW,60 - 69,106,altersklasse_covid19,age_group_AKL10,5645,8155,1.88,144.46,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.081,8.1
202129,NW,60 - 69,84,altersklasse_covid19,age_group_AKL10,5645,8239,1.49,145.95,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.087,8.7
202130,NW,60 - 69,103,altersklasse_covid19,age_group_AKL10,5645,8342,1.82,147.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.072,7.199999999999999
202131,NW,60 - 69,92,altersklasse_covid19,age_group_AKL10,5645,8434,1.63,149.41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.09,9
202132,NW,60 - 69,49,altersklasse_covid19,age_group_AKL10,5645,8483,0.87,150.27,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.082,8.200000000000001
202133,NW,60 - 69,43,altersklasse_covid19,age_group_AKL10,5645,8526,0.76,151.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.09,9
202134,NW,60 - 69,96,altersklasse_covid19,age_group_AKL10,5645,8622,1.7,152.74,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.084,8.4
202135,NW,60 - 69,79,altersklasse_covid19,age_group_AKL10,5645,8701,1.4,154.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.117,11.700000000000001
202136,NW,60 - 69,82,altersklasse_covid19,age_group_AKL10,5645,8783,1.45,155.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.09,9
202137,NW,60 - 69,125,altersklasse_covid19,age_group_AKL10,5645,8908,2.21,157.8,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.108,10.8
202138,NW,60 - 69,87,altersklasse_covid19,age_group_AKL10,5645,8995,1.54,159.34,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.079,7.9
202139,NW,60 - 69,95,altersklasse_covid19,age_group_AKL10,5645,9090,1.68,161.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.107,10.7
202140,NW,60 - 69,61,altersklasse_covid19,age_group_AKL10,5645,9151,1.08,162.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.09,9
202052,NW,70 - 79,26,altersklasse_covid19,age_group_AKL10,4236,26,0.61,0.61,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.22,22
202053,NW,70 - 79,19,altersklasse_covid19,age_group_AKL10,4236,45,0.45,1.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.202,20.200000000000003
202101,NW,70 - 79,77,altersklasse_covid19,age_group_AKL10,4236,122,1.82,2.88,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.224,22.400000000000002
202102,NW,70 - 79,504,altersklasse_covid19,age_group_AKL10,4236,626,11.9,14.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.359,35.9
202103,NW,70 - 79,157,altersklasse_covid19,age_group_AKL10,4236,783,3.71,18.48,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.313,31.3
202104,NW,70 - 79,274,altersklasse_covid19,age_group_AKL10,4236,1057,6.47,24.95,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.317,31.7
202105,NW,70 - 79,205,altersklasse_covid19,age_group_AKL10,4236,1262,4.84,29.79,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.288,28.799999999999997
202106,NW,70 - 79,355,altersklasse_covid19,age_group_AKL10,4236,1617,8.38,38.17,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.357,35.699999999999996
202107,NW,70 - 79,102,altersklasse_covid19,age_group_AKL10,4236,1719,2.41,40.58,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.429,42.9
202108,NW,70 - 79,263,altersklasse_covid19,age_group_AKL10,4236,1982,6.21,46.79,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.326,32.6
202109,NW,70 - 79,186,altersklasse_covid19,age_group_AKL10,4236,2168,4.39,51.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.351,35.099999999999994
202110,NW,70 - 79,53,altersklasse_covid19,age_group_AKL10,4236,2221,1.25,52.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.144,14.399999999999999
202111,NW,70 - 79,127,altersklasse_covid19,age_group_AKL10,4236,2348,3,55.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.384,38.4
202112,NW,70 - 79,328,altersklasse_covid19,age_group_AKL10,4236,2676,7.74,63.17,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.432,43.2
202113,NW,70 - 79,364,altersklasse_covid19,age_group_AKL10,4236,3040,8.59,71.77,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.418,41.8
202114,NW,70 - 79,381,altersklasse_covid19,age_group_AKL10,4236,3421,8.99,80.76,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.525,52.5
