date,geoRegion,altersklasse_covid19,entries,type_variant,age_group_type,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202052,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,71486,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202053,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,71486,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202101,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,71486,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202102,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,71486,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202103,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,71486,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202104,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,71486,1,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202105,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,71486,1,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202106,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,71486,3,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202107,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,71486,5,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202108,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,71486,7,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202109,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,71486,7,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202110,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,71486,8,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202111,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,71486,8,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202112,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,71486,9,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202113,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,71486,9,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202114,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,71486,11,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202115,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,71486,11,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202116,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,71486,12,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202117,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,71486,12,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202118,AG,0 - 9,5,altersklasse_covid19,age_group_AKL10,71486,17,0.01,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202119,AG,0 - 9,3,altersklasse_covid19,age_group_AKL10,71486,20,0,0.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202120,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,71486,22,0,0.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202121,AG,0 - 9,4,altersklasse_covid19,age_group_AKL10,71486,26,0.01,0.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202122,AG,0 - 9,7,altersklasse_covid19,age_group_AKL10,71486,33,0.01,0.05,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202123,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,71486,35,0,0.05,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202124,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,71486,36,0,0.05,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202125,AG,0 - 9,7,altersklasse_covid19,age_group_AKL10,71486,43,0.01,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202126,AG,0 - 9,6,altersklasse_covid19,age_group_AKL10,71486,49,0.01,0.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202127,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,71486,51,0,0.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202128,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,71486,53,0,0.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202129,AG,0 - 9,3,altersklasse_covid19,age_group_AKL10,71486,56,0,0.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202130,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,71486,58,0,0.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202131,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,71486,58,0,0.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202132,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,71486,60,0,0.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202133,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,71486,61,0,0.09,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202134,AG,0 - 9,4,altersklasse_covid19,age_group_AKL10,71486,65,0.01,0.09,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202135,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,71486,67,0,0.09,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202136,AG,0 - 9,4,altersklasse_covid19,age_group_AKL10,71486,71,0.01,0.1,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202137,AG,0 - 9,3,altersklasse_covid19,age_group_AKL10,71486,74,0,0.1,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202138,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,71486,75,0,0.1,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202139,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,71486,76,0,0.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202140,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,71486,78,0,0.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202052,AG,10 - 19,0,altersklasse_covid19,age_group_AKL10,67323,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202053,AG,10 - 19,2,altersklasse_covid19,age_group_AKL10,67323,2,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.008,0.8
202101,AG,10 - 19,2,altersklasse_covid19,age_group_AKL10,67323,4,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.001,0.1
202102,AG,10 - 19,27,altersklasse_covid19,age_group_AKL10,67323,31,0.04,0.05,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.008,0.8
202103,AG,10 - 19,23,altersklasse_covid19,age_group_AKL10,67323,54,0.03,0.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.004,0.4
202104,AG,10 - 19,46,altersklasse_covid19,age_group_AKL10,67323,100,0.07,0.15,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.007,0.7000000000000001
202105,AG,10 - 19,36,altersklasse_covid19,age_group_AKL10,67323,136,0.05,0.2,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.004,0.4
202106,AG,10 - 19,49,altersklasse_covid19,age_group_AKL10,67323,185,0.07,0.27,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.006,0.6
202107,AG,10 - 19,43,altersklasse_covid19,age_group_AKL10,67323,228,0.06,0.34,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.004,0.4
202108,AG,10 - 19,85,altersklasse_covid19,age_group_AKL10,67323,313,0.13,0.46,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.006,0.6
202109,AG,10 - 19,45,altersklasse_covid19,age_group_AKL10,67323,358,0.07,0.53,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.003,0.3
202110,AG,10 - 19,63,altersklasse_covid19,age_group_AKL10,67323,421,0.09,0.63,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.005,0.5
202111,AG,10 - 19,37,altersklasse_covid19,age_group_AKL10,67323,458,0.05,0.68,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.004,0.4
202112,AG,10 - 19,33,altersklasse_covid19,age_group_AKL10,67323,491,0.05,0.73,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.002,0.2
202113,AG,10 - 19,38,altersklasse_covid19,age_group_AKL10,67323,529,0.06,0.79,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.002,0.2
202114,AG,10 - 19,60,altersklasse_covid19,age_group_AKL10,67323,589,0.09,0.87,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.003,0.3
202115,AG,10 - 19,139,altersklasse_covid19,age_group_AKL10,67323,728,0.21,1.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.006,0.6
202116,AG,10 - 19,245,altersklasse_covid19,age_group_AKL10,67323,973,0.36,1.45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.008,0.8
202117,AG,10 - 19,468,altersklasse_covid19,age_group_AKL10,67323,1441,0.7,2.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.019,1.9
202118,AG,10 - 19,602,altersklasse_covid19,age_group_AKL10,67323,2043,0.89,3.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.017,1.7000000000000002
202119,AG,10 - 19,629,altersklasse_covid19,age_group_AKL10,67323,2672,0.93,3.97,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.019,1.9
202120,AG,10 - 19,517,altersklasse_covid19,age_group_AKL10,67323,3189,0.77,4.74,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.013,1.3
202121,AG,10 - 19,1123,altersklasse_covid19,age_group_AKL10,67323,4312,1.67,6.4,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.027,2.7
202122,AG,10 - 19,1236,altersklasse_covid19,age_group_AKL10,67323,5548,1.84,8.24,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.024,2.4
202123,AG,10 - 19,1499,altersklasse_covid19,age_group_AKL10,67323,7047,2.23,10.47,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.03,3
202124,AG,10 - 19,1265,altersklasse_covid19,age_group_AKL10,67323,8312,1.88,12.35,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.03,3
202125,AG,10 - 19,1604,altersklasse_covid19,age_group_AKL10,67323,9916,2.38,14.73,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.045,4.5
202126,AG,10 - 19,3789,altersklasse_covid19,age_group_AKL10,67323,13705,5.63,20.36,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.108,10.8
202127,AG,10 - 19,2028,altersklasse_covid19,age_group_AKL10,67323,15733,3.01,23.37,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.057,5.7
202128,AG,10 - 19,1713,altersklasse_covid19,age_group_AKL10,67323,17446,2.54,25.91,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.058,5.800000000000001
202129,AG,10 - 19,1630,altersklasse_covid19,age_group_AKL10,67323,19076,2.42,28.34,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.085,8.5
202130,AG,10 - 19,3236,altersklasse_covid19,age_group_AKL10,67323,22312,4.81,33.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.22,22
202131,AG,10 - 19,3099,altersklasse_covid19,age_group_AKL10,67323,25411,4.6,37.74,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.242,24.2
202132,AG,10 - 19,1916,altersklasse_covid19,age_group_AKL10,67323,27327,2.85,40.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.171,17.1
202133,AG,10 - 19,2125,altersklasse_covid19,age_group_AKL10,67323,29452,3.16,43.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.176,17.599999999999998
202134,AG,10 - 19,2832,altersklasse_covid19,age_group_AKL10,67323,32284,4.21,47.95,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.188,18.8
202135,AG,10 - 19,2939,altersklasse_covid19,age_group_AKL10,67323,35223,4.37,52.32,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.198,19.8
202136,AG,10 - 19,3038,altersklasse_covid19,age_group_AKL10,67323,38261,4.51,56.83,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.176,17.599999999999998
202137,AG,10 - 19,3535,altersklasse_covid19,age_group_AKL10,67323,41796,5.25,62.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.183,18.3
202138,AG,10 - 19,3091,altersklasse_covid19,age_group_AKL10,67323,44887,4.59,66.67,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.191,19.1
202139,AG,10 - 19,2453,altersklasse_covid19,age_group_AKL10,67323,47340,3.64,70.32,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.168,16.8
202140,AG,10 - 19,1700,altersklasse_covid19,age_group_AKL10,67323,49040,2.53,72.84,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.126,12.6
202052,AG,20 - 29,1,altersklasse_covid19,age_group_AKL10,81244,1,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,1,100
202053,AG,20 - 29,33,altersklasse_covid19,age_group_AKL10,81244,34,0.04,0.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.135,13.5
202101,AG,20 - 29,72,altersklasse_covid19,age_group_AKL10,81244,106,0.09,0.13,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.029,2.9000000000000004
202102,AG,20 - 29,149,altersklasse_covid19,age_group_AKL10,81244,255,0.18,0.31,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.043,4.3
202103,AG,20 - 29,142,altersklasse_covid19,age_group_AKL10,81244,397,0.17,0.49,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.023,2.3
202104,AG,20 - 29,212,altersklasse_covid19,age_group_AKL10,81244,609,0.26,0.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.033,3.3000000000000003
202105,AG,20 - 29,290,altersklasse_covid19,age_group_AKL10,81244,899,0.36,1.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.033,3.3000000000000003
202106,AG,20 - 29,434,altersklasse_covid19,age_group_AKL10,81244,1333,0.53,1.64,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.056,5.6000000000000005
202107,AG,20 - 29,391,altersklasse_covid19,age_group_AKL10,81244,1724,0.48,2.12,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.035,3.5000000000000004
202108,AG,20 - 29,384,altersklasse_covid19,age_group_AKL10,81244,2108,0.47,2.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.026,2.6
202109,AG,20 - 29,354,altersklasse_covid19,age_group_AKL10,81244,2462,0.44,3.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.026,2.6
202110,AG,20 - 29,524,altersklasse_covid19,age_group_AKL10,81244,2986,0.64,3.68,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.039,3.9
202111,AG,20 - 29,387,altersklasse_covid19,age_group_AKL10,81244,3373,0.48,4.15,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.037,3.6999999999999997
202112,AG,20 - 29,358,altersklasse_covid19,age_group_AKL10,81244,3731,0.44,4.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.022,2.1999999999999997
202113,AG,20 - 29,258,altersklasse_covid19,age_group_AKL10,81244,3989,0.32,4.91,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.016,1.6
202114,AG,20 - 29,412,altersklasse_covid19,age_group_AKL10,81244,4401,0.51,5.42,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.02,2
202115,AG,20 - 29,964,altersklasse_covid19,age_group_AKL10,81244,5365,1.19,6.6,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.038,3.8
202116,AG,20 - 29,1331,altersklasse_covid19,age_group_AKL10,81244,6696,1.64,8.24,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.045,4.5
202117,AG,20 - 29,1738,altersklasse_covid19,age_group_AKL10,81244,8434,2.14,10.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.07,7.000000000000001
202118,AG,20 - 29,2611,altersklasse_covid19,age_group_AKL10,81244,11045,3.21,13.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.075,7.5
202119,AG,20 - 29,2609,altersklasse_covid19,age_group_AKL10,81244,13654,3.21,16.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.08,8
202120,AG,20 - 29,2709,altersklasse_covid19,age_group_AKL10,81244,16363,3.33,20.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.07,7.000000000000001
202121,AG,20 - 29,3922,altersklasse_covid19,age_group_AKL10,81244,20285,4.83,24.97,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.096,9.6
202122,AG,20 - 29,6024,altersklasse_covid19,age_group_AKL10,81244,26309,7.41,32.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.118,11.799999999999999
202123,AG,20 - 29,6560,altersklasse_covid19,age_group_AKL10,81244,32869,8.07,40.46,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.132,13.200000000000001
202124,AG,20 - 29,6381,altersklasse_covid19,age_group_AKL10,81244,39250,7.85,48.31,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.151,15.1
202125,AG,20 - 29,5164,altersklasse_covid19,age_group_AKL10,81244,44414,6.36,54.67,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.144,14.399999999999999
202126,AG,20 - 29,4396,altersklasse_covid19,age_group_AKL10,81244,48810,5.41,60.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.126,12.6
202127,AG,20 - 29,5279,altersklasse_covid19,age_group_AKL10,81244,54089,6.5,66.58,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.148,14.799999999999999
202128,AG,20 - 29,5378,altersklasse_covid19,age_group_AKL10,81244,59467,6.62,73.2,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.183,18.3
202129,AG,20 - 29,3536,altersklasse_covid19,age_group_AKL10,81244,63003,4.35,77.55,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.185,18.5
202130,AG,20 - 29,2303,altersklasse_covid19,age_group_AKL10,81244,65306,2.83,80.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.157,15.7
202131,AG,20 - 29,1777,altersklasse_covid19,age_group_AKL10,81244,67083,2.19,82.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.139,13.900000000000002
202132,AG,20 - 29,1686,altersklasse_covid19,age_group_AKL10,81244,68769,2.08,84.65,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.151,15.1
202133,AG,20 - 29,1817,altersklasse_covid19,age_group_AKL10,81244,70586,2.24,86.88,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.15,15
202134,AG,20 - 29,2176,altersklasse_covid19,age_group_AKL10,81244,72762,2.68,89.56,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.145,14.499999999999998
202135,AG,20 - 29,2341,altersklasse_covid19,age_group_AKL10,81244,75103,2.88,92.44,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.158,15.8
202136,AG,20 - 29,3166,altersklasse_covid19,age_group_AKL10,81244,78269,3.9,96.34,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.184,18.4
202137,AG,20 - 29,3698,altersklasse_covid19,age_group_AKL10,81244,81967,4.55,100.89,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.192,19.2
202138,AG,20 - 29,2800,altersklasse_covid19,age_group_AKL10,81244,84767,3.45,104.34,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.173,17.299999999999997
202139,AG,20 - 29,2631,altersklasse_covid19,age_group_AKL10,81244,87398,3.24,107.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.18,18
202140,AG,20 - 29,2871,altersklasse_covid19,age_group_AKL10,81244,90269,3.53,111.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.212,21.2
202052,AG,30 - 39,0,altersklasse_covid19,age_group_AKL10,97368,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202053,AG,30 - 39,59,altersklasse_covid19,age_group_AKL10,97368,59,0.06,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.242,24.2
202101,AG,30 - 39,114,altersklasse_covid19,age_group_AKL10,97368,173,0.12,0.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.045,4.5
202102,AG,30 - 39,161,altersklasse_covid19,age_group_AKL10,97368,334,0.17,0.34,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.046,4.6
202103,AG,30 - 39,194,altersklasse_covid19,age_group_AKL10,97368,528,0.2,0.54,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.031,3.1
202104,AG,30 - 39,295,altersklasse_covid19,age_group_AKL10,97368,823,0.3,0.85,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.047,4.7
202105,AG,30 - 39,389,altersklasse_covid19,age_group_AKL10,97368,1212,0.4,1.24,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.045,4.5
202106,AG,30 - 39,574,altersklasse_covid19,age_group_AKL10,97368,1786,0.59,1.83,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.074,7.3999999999999995
202107,AG,30 - 39,630,altersklasse_covid19,age_group_AKL10,97368,2416,0.65,2.48,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.057,5.7
202108,AG,30 - 39,543,altersklasse_covid19,age_group_AKL10,97368,2959,0.56,3.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.036,3.5999999999999996
202109,AG,30 - 39,506,altersklasse_covid19,age_group_AKL10,97368,3465,0.52,3.56,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.037,3.6999999999999997
202110,AG,30 - 39,741,altersklasse_covid19,age_group_AKL10,97368,4206,0.76,4.32,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.055,5.5
202111,AG,30 - 39,641,altersklasse_covid19,age_group_AKL10,97368,4847,0.66,4.98,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.061,6.1
202112,AG,30 - 39,613,altersklasse_covid19,age_group_AKL10,97368,5460,0.63,5.61,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.037,3.6999999999999997
202113,AG,30 - 39,375,altersklasse_covid19,age_group_AKL10,97368,5835,0.39,5.99,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.024,2.4
202114,AG,30 - 39,615,altersklasse_covid19,age_group_AKL10,97368,6450,0.63,6.62,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.029,2.9000000000000004
202115,AG,30 - 39,1418,altersklasse_covid19,age_group_AKL10,97368,7868,1.46,8.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.056,5.6000000000000005
202116,AG,30 - 39,1882,altersklasse_covid19,age_group_AKL10,97368,9750,1.93,10.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.063,6.3
202117,AG,30 - 39,2087,altersklasse_covid19,age_group_AKL10,97368,11837,2.14,12.16,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.084,8.4
202118,AG,30 - 39,3250,altersklasse_covid19,age_group_AKL10,97368,15087,3.34,15.49,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.094,9.4
202119,AG,30 - 39,3435,altersklasse_covid19,age_group_AKL10,97368,18522,3.53,19.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.105,10.5
202120,AG,30 - 39,4102,altersklasse_covid19,age_group_AKL10,97368,22624,4.21,23.24,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.106,10.6
202121,AG,30 - 39,5791,altersklasse_covid19,age_group_AKL10,97368,28415,5.95,29.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.142,14.2
202122,AG,30 - 39,8187,altersklasse_covid19,age_group_AKL10,97368,36602,8.41,37.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.16,16
202123,AG,30 - 39,8968,altersklasse_covid19,age_group_AKL10,97368,45570,9.21,46.8,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.18,18
202124,AG,30 - 39,8665,altersklasse_covid19,age_group_AKL10,97368,54235,8.9,55.7,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.205,20.5
202125,AG,30 - 39,6848,altersklasse_covid19,age_group_AKL10,97368,61083,7.03,62.73,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.19,19
202126,AG,30 - 39,6200,altersklasse_covid19,age_group_AKL10,97368,67283,6.37,69.1,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.177,17.7
202127,AG,30 - 39,7101,altersklasse_covid19,age_group_AKL10,97368,74384,7.29,76.39,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.199,19.900000000000002
202128,AG,30 - 39,6518,altersklasse_covid19,age_group_AKL10,97368,80902,6.69,83.09,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.221,22.1
202129,AG,30 - 39,4203,altersklasse_covid19,age_group_AKL10,97368,85105,4.32,87.41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.22,22
202130,AG,30 - 39,2699,altersklasse_covid19,age_group_AKL10,97368,87804,2.77,90.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.183,18.3
202131,AG,30 - 39,2303,altersklasse_covid19,age_group_AKL10,97368,90107,2.37,92.54,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.18,18
202132,AG,30 - 39,2220,altersklasse_covid19,age_group_AKL10,97368,92327,2.28,94.82,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.198,19.8
202133,AG,30 - 39,2354,altersklasse_covid19,age_group_AKL10,97368,94681,2.42,97.24,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.195,19.5
202134,AG,30 - 39,3021,altersklasse_covid19,age_group_AKL10,97368,97702,3.1,100.34,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.201,20.1
