date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202108,0 - 9,fully_vaccinated,0,0,21,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,0 - 9,partially_vaccinated,0,0,13,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,0 - 9,not_vaccinated,2,20,877065,0.23,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,0 - 9,unknown,2,5,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,10 - 19,fully_vaccinated,0,0,895,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,10 - 19,partially_vaccinated,0,0,1246,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,10 - 19,not_vaccinated,3,11,845934,0.35,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,10 - 19,unknown,1,5,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,20 - 29,fully_vaccinated,0,0,6807,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,20 - 29,partially_vaccinated,0,0,8926,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,20 - 29,not_vaccinated,2,15,1034126,0.19,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,20 - 29,unknown,3,20,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,30 - 39,fully_vaccinated,0,0,10759,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,30 - 39,partially_vaccinated,0,0,13712,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,30 - 39,not_vaccinated,5,19,1209672,0.41,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,30 - 39,unknown,8,39,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,40 - 49,fully_vaccinated,0,0,14999,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,40 - 49,partially_vaccinated,0,1,18432,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,40 - 49,not_vaccinated,8,34,1170393,0.68,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,40 - 49,unknown,7,69,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,50 - 59,fully_vaccinated,0,0,23107,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,50 - 59,partially_vaccinated,0,0,30858,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,50 - 59,not_vaccinated,8,58,1244944,0.64,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,50 - 59,unknown,19,144,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,60 - 69,fully_vaccinated,3,3,23587,12.72,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,60 - 69,partially_vaccinated,1,2,32216,3.1,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,60 - 69,not_vaccinated,19,84,896967,2.12,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,60 - 69,unknown,30,208,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,70 - 79,fully_vaccinated,3,5,77750,3.86,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,70 - 79,partially_vaccinated,2,10,77309,2.59,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,70 - 79,not_vaccinated,17,105,569844,2.98,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,70 - 79,unknown,47,302,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,80+,fully_vaccinated,2,7,107401,1.86,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,80+,partially_vaccinated,3,15,98318,3.05,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,80+,not_vaccinated,32,173,249479,12.83,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,80+,unknown,60,466,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202108,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202109,0 - 9,fully_vaccinated,0,0,24,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202109,0 - 9,partially_vaccinated,0,0,14,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202109,0 - 9,not_vaccinated,2,22,877061,0.23,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
202109,0 - 9,unknown,0,5,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-10-11_08-00-56
